date,open,high,low,close,volume,dividend,ratio
2017-10-02,0.08204589371880075,0.09566466643554969,0.053944747404887125,0.06661468984335676,0,0.0,1
2017-10-03,0.08471574053420333,0.08815002731763644,0.05377592464016244,0.05468703012044597,0,0.0,1
2017-10-04,0.06989133363618003,0.07460146141160062,0.05329579869036591,0.05572868099590922,0,0.0,1
2017-10-05,0.07107015814896482,0.07081795185447363,0.051541188055175144,0.05319651226024982,0,0.0,1
2017-10-06,0.06693889319012626,0.06922307700210699,0.04645217480671478,0.048294523417306987,0,0.0,1
2017-10-07,0.06159729121187862,0.06821446403191742,0.04631967438592584,0.05298119224973989,0,0.0,1
2017-10-08,0.06689094014363398,0.07305674602572279,0.05155801527001283,0.05269454888168068,0,0.0,1
2017-10-09,0.06736356677327746,0.07294026484392527,0.05214181108679959,0.055845268899375786,0,0.0,1
2017-10-10,0.0709057376110285,0.07104093526943007,0.052248555514609114,0.05492167231166928,0,0.0,1
2017-10-11,0.06996432825963948,0.07373300710943562,0.0533918208752293,0.057997424626388586,0,0.0,1
2017-10-12,0.07387613194950311,0.0848332475621742,0.055937409981083444,0.06580887148359651,0,0.0,1
2017-10-13,0.08316270263756143,0.1015278562244663,0.06232065115343956,0.0796255682281427,0,0.0,1
2017-10-14,0.10036086306732482,0.11146615633485397,0.07103911410276814,0.07633788138215332,0,0.0,1
2017-10-15,0.09769669848018452,0.10066346775440559,0.070146934853382,0.07296126750332874,0,0.0,1
2017-10-16,0.0924094221511092,0.0949263518793945,0.06990132939332477,0.07086809618221587,0,0.0,1
2017-10-17,0.09010623422354064,0.09789542700530011,0.06292429602723779,0.0707701510568741,0,0.0,1
2017-10-18,0.08975559576846665,0.09057443053013554,0.06440558273733446,0.06887674079133924,0,0.0,1
2017-10-19,0.08800313384775343,0.088133984714348,0.06665381143900216,0.06921006185702289,0,0.0,1
2017-10-20,0.08835477106834111,0.10037357737930414,0.06857821912877438,0.07857248617442478,0,0.0,1
2017-10-21,0.09989643887440056,0.10337376390168536,0.07261539498804319,0.07531199991562315,0,0.0,1
2017-10-22,0.0964183727303054,0.0970126184246772,0.0689968715276274,0.07103950953335919,0,0.0,1
2017-10-23,0.09032956047149288,0.09214888081895595,0.06258550629262195,0.06688736996696704,0,0.0,1
2017-10-24,0.08465752254624148,0.0932007031595625,0.06261933973566938,0.0701896379103226,0,0.0,1
2017-10-25,0.08894797115607778,0.09206544640972814,0.06768867022124359,0.07187899801347525,0,0.0,1
2017-10-26,0.09142759661490335,0.09340348205322833,0.0693554214049717,0.07149361843738854,0,0.0,1
2017-10-27,0.0917461496506835,0.09240991639165322,0.06851002797160213,0.07085145455244389,0,0.0,1
2017-10-28,0.09101242800124695,0.0996468309978685,0.06880659959103226,0.07581912928249851,0,0.0,1
2017-10-29,0.09744133160880042,0.20197808188584765,0.07357603384301764,0.11928901628293503,0,0.0,1
2017-10-30,0.15843556190686958,0.23129602667509064,0.11158184965489247,0.12166884156511362,0,0.0,1
2017-10-31,0.16387744506579388,0.16864034383832485,0.10151944406178685,0.11408442628574753,0,0.0,1
2017-11-01,0.15112948380487445,0.16105276039322808,0.09587437582886248,0.10280316479335755,0,0.0,1
2017-11-02,0.13753388799526084,0.19201440159340216,0.09269037036068897,0.12051985200313621,0,0.0,1
2017-11-03,0.16622393858135578,0.18364876775373973,0.11095160372016312,0.12240980697888398,0,0.0,1
2017-11-04,0.16554906697105104,0.19630259486821675,0.12028137401417457,0.12910543474565672,0,0.0,1
2017-11-05,0.17673435397366782,0.23962787707988079,0.12711007350270032,0.1696208554700762,0,0.0,1
2017-11-06,0.2332762421620828,0.2720683486235119,0.15249305659723167,0.17425641060163388,0,0.0,1
2017-11-07,0.24204344493415472,0.24700516240922543,0.14773774077246418,0.15502929762510348,0,0.0,1
2017-11-08,0.21267337334722858,0.2369648806715417,0.14540666273007374,0.15227111589250092,0,0.0,1
2017-11-09,0.21140348233187028,0.2477933400256374,0.151709085061849,0.17534797339761876,0,0.0,1
2017-11-10,0.23671435543481129,0.25922174458812997,0.15483214067485668,0.17567976261667287,0,0.0,1
2017-11-11,0.238292222599833,0.2589468577655013,0.1565101264116271,0.16519798592183751,0,0.0,1
2017-11-12,0.22543873828918964,0.25859810164337055,0.14603034682974747,0.17283672736987338,0,0.0,1
2017-11-13,0.23448972579276983,0.251683628586785,0.15357855208960874,0.16444381352823487,0,0.0,1
2017-11-14,0.22612048573118804,0.22704692246321365,0.11991445564826098,0.1437717961126832,0,0.0,1
2017-11-15,0.19655807281987286,0.21435902036168797,0.1385438386442454,0.1444353217263975,0,0.0,1
2017-11-16,0.19948342679904396,0.20029310220043353,0.12899725077672605,0.14233804957972948,0,0.0,1
2017-11-17,0.1928331009202866,0.2040497804119081,0.13747342817197958,0.14607409850772754,0,0.0,1
2017-11-18,0.19828518760448266,0.20983095682594108,0.13628778420567597,0.14271877502520774,0,0.0,1
2017-11-19,0.194994894799521,0.20558542791187392,0.13547091013944287,0.14277784937258264,0,0.0,1
2017-11-20,0.19230526922839566,0.2095211396347374,0.1337511429158032,0.15109978577825736,0,0.0,1
2017-11-21,0.20419254859896552,0.21509222932297348,0.14563710220402992,0.15122632586768062,0,0.0,1
2017-11-22,0.20413235911331667,0.22087879530402987,0.14420123946640162,0.15867461108609196,0,0.0,1
2017-11-23,0.21498050541206973,0.22631386618277047,0.15160998683489477,0.1619622227587159,0,0.0,1
2017-11-24,0.21975266294601825,0.22737078349508524,0.1532156006719207,0.16123959074457028,0,0.0,1
2017-11-25,0.2190000101598907,0.24073502949393838,0.1603614883224249,0.1704794284339165,0,0.0,1
2017-11-26,0.23173414804083836,0.365174662053811,0.1649623897415187,0.2336946141286868,0,0.0,1
