Date,Open,High,Low,Close,Adj Close,Volume
2017-11-09,0.02516,0.03506,0.025006,0.032053,0.032053,18716200
2017-11-10,0.032219,0.033348,0.026451,0.027119,0.027119,6766780
2017-11-11,0.026891,0.029658999999999998,0.025684,0.027437,0.027437,5532220
2017-11-12,0.02748,0.027951999999999998,0.022591,0.023977000000000002,0.023977000000000002,7280250
2017-11-13,0.024364,0.0263,0.023495,0.025807999999999998,0.025807999999999998,4419440
2017-11-14,0.025797000000000004,0.026788,0.025342,0.02623,0.02623,3033290
2017-11-15,0.026116000000000004,0.027773000000000003,0.025261000000000002,0.026445,0.026445,6858800
2017-11-16,0.026583,0.02817,0.025654000000000003,0.02758,0.02758,4888130
2017-11-17,0.027143,0.027436000000000002,0.025184,0.025773,0.025773,3578870
2017-11-18,0.025596999999999998,0.027122000000000004,0.024748,0.026369,0.026369,2930550
2017-11-19,0.026243,0.028477999999999996,0.025581,0.028083999999999998,0.028083999999999998,4725050
2017-11-20,0.028151999999999996,0.0323,0.027612,0.029581,0.029581,16172400
2017-11-21,0.029587000000000002,0.029708999999999996,0.027404,0.02833,0.02833,5836790
2017-11-22,0.028399,0.029033999999999997,0.027891000000000003,0.028549,0.028549,4938480
2017-11-23,0.02854,0.028678,0.027444,0.027444,0.027444,5132300
2017-11-24,0.027406,0.028597000000000004,0.026963,0.028382,0.028382,5502350
2017-11-25,0.028324000000000002,0.030447000000000002,0.027747000000000004,0.030447000000000002,0.030447000000000002,6156460
2017-11-26,0.030437,0.039855,0.030118000000000002,0.036331999999999996,0.036331999999999996,30527100
2017-11-27,0.036619,0.057127,0.036619,0.050593,0.050593,77777296
2017-11-28,0.050627,0.13172999999999999,0.047949,0.119744,0.119744,240338000
2017-11-29,0.11823499999999999,0.14690599999999998,0.081436,0.08971799999999999,0.08971799999999999,210624992
2017-11-30,0.09493,0.128303,0.09493,0.11988299999999999,0.11988299999999999,124345000
2017-12-01,0.116622,0.131352,0.11303099999999999,0.131352,0.131352,73657600
2017-12-02,0.131633,0.138869,0.129132,0.132351,0.132351,56712600
2017-12-03,0.132351,0.13922,0.124945,0.131807,0.131807,46458900
2017-12-04,0.131546,0.145946,0.12635,0.13587,0.13587,76392704
2017-12-05,0.135625,0.136404,0.126777,0.12748800000000002,0.12748800000000002,50381100
2017-12-06,0.126748,0.132855,0.11388599999999999,0.11783900000000001,0.11783900000000001,75688800
2017-12-07,0.11776600000000001,0.124176,0.105501,0.105501,0.105501,71024600
2017-12-08,0.10614200000000001,0.120726,0.099136,0.11546500000000001,0.11546500000000001,70092400
2017-12-09,0.114745,0.13865999999999998,0.113561,0.119609,0.119609,63308600
2017-12-10,0.11979400000000001,0.11979400000000001,0.100133,0.11028099999999999,0.11028099999999999,46376600
2017-12-11,0.108927,0.12138299999999999,0.10863800000000001,0.12138299999999999,0.12138299999999999,39513900
2017-12-12,0.12117699999999999,0.138008,0.114222,0.133891,0.133891,60056800
2017-12-13,0.133739,0.141854,0.122368,0.13428099999999998,0.13428099999999998,61575000
2017-12-14,0.133667,0.24075300000000002,0.13184300000000002,0.24075300000000002,0.24075300000000002,309307008
2017-12-15,0.23320900000000003,0.23320900000000003,0.187032,0.21346700000000002,0.21346700000000002,207311008
2017-12-16,0.212875,0.44719200000000003,0.204233,0.404665,0.404665,581052032
2017-12-17,0.386775,0.592417,0.378013,0.513011,0.513011,628142976
2017-12-18,0.511939,0.526496,0.46740299999999996,0.5181979999999999,0.5181979999999999,253463008
2017-12-19,0.5202680000000001,0.589589,0.501083,0.531273,0.531273,279631008
2017-12-20,0.533705,0.533705,0.441621,0.486151,0.486151,182924000
2017-12-21,0.49004899999999996,0.523619,0.456527,0.477851,0.477851,162926000
2017-12-22,0.47897399999999996,0.47897399999999996,0.293641,0.40715,0.40715,150972992
2017-12-23,0.41441999999999996,0.45036800000000005,0.392567,0.41402700000000003,0.41402700000000003,88865000
2017-12-24,0.41666099999999995,0.41666099999999995,0.347039,0.390029,0.390029,67372304
2017-12-25,0.39233,0.4397,0.362807,0.41636300000000004,0.41636300000000004,122194000
2017-12-26,0.41357299999999997,0.43008599999999997,0.40560799999999997,0.428465,0.428465,94896000
2017-12-27,0.42710699999999996,0.43082700000000007,0.401098,0.41417600000000004,0.41417600000000004,82067504
2017-12-28,0.41202,0.41893400000000003,0.36788699999999996,0.40770100000000004,0.40770100000000004,82263800
2017-12-29,0.41045699999999996,0.556879,0.403945,0.529299,0.529299,266403008
2017-12-30,0.528316,0.777385,0.47155600000000003,0.639243,0.639243,645155968
2017-12-31,0.6425810000000001,0.754446,0.642297,0.719695,0.719695,305947008
2018-01-01,0.718847,0.730051,0.671941,0.728657,0.728657,150186000
2018-01-02,0.724676,0.794646,0.697856,0.782587,0.782587,289712000
2018-01-03,0.7796810000000001,1.0856700000000001,0.778578,1.07966,1.07966,657398016
2018-01-04,1.0940299999999998,1.32721,1.03765,1.11412,1.11412,593430016
2018-01-05,1.17115,1.25242,0.9035030000000001,0.999559,0.999559,508100000
2018-01-06,0.997,1.0540100000000001,0.929183,1.02715,1.02715,297615008
2018-01-07,1.02415,1.04396,0.991391,1.00852,1.00852,226067008
2018-01-08,0.9993290000000001,0.9993290000000001,0.764328,0.8990020000000001,0.8990020000000001,264460992
2018-01-09,0.898185,0.919436,0.796177,0.814743,0.814743,209492000
2018-01-10,0.815872,0.8162520000000001,0.6768350000000001,0.793121,0.793121,236472000
2018-01-11,0.7915220000000001,0.7915220000000001,0.5725,0.688412,0.688412,229000992
2018-01-12,0.695769,0.932269,0.659967,0.897508,0.897508,365795008
2018-01-13,0.9174100000000001,0.969325,0.8364860000000001,0.884124,0.884124,313215008
2018-01-14,0.8819610000000001,0.8819610000000001,0.749514,0.802262,0.802262,160712000
2018-01-15,0.7957609999999999,0.8845059999999999,0.777413,0.778587,0.778587,972993024
2018-01-16,0.780621,0.780621,0.479944,0.6264930000000001,0.6264930000000001,1632649984
