Date,Open,High,Low,Close,Volume,Market Cap
2017-10-02,0.004580920794772228,0.005088648487540883,0.003880162382997919,0.004487400875786813,1754976.2194972043,25133881.7641534
2017-10-03,0.004737807287466133,0.004726301963843809,0.0038022170388154666,0.0037178964634043492,629865.2741923222,30067798.030118536
2017-10-04,0.003933332485673294,0.004002154691082383,0.00372528418858459,0.003717967472155463,264790.38765373564,25234401.03302206
2017-10-05,0.003939692321239756,0.00376890502891419,0.00353405863876118,0.003498292586163762,152173.95323173483,24584171.139003426
2017-10-06,0.003673399129696788,0.0036953927567869803,0.0032550458508559255,0.0032749435452089234,133280.82107035586,23124543.450389393
2017-10-07,0.0034611162018235416,0.0036428772679905955,0.003293253008015829,0.0035449274738766938,170059.72577806126,22253483.77214281
2017-10-08,0.0037231814427501567,0.0038756224853902176,0.003611182510488397,0.003551011543121476,151873.67041670182,25012260.084432013
2017-10-09,0.0037649080104540105,0.003897724815033809,0.003655154721557287,0.003719415590436291,136309.89053580828,24761928.462563366
2017-10-10,0.003925111322465923,0.0037838187175199783,0.0036300037865038895,0.0036782716078172426,84106.52126144987,25118327.807584774
2017-10-11,0.0038865312875816984,0.0039615620414959595,0.00370959950611582,0.0039057241436840848,73784.42144037354,24979361.380351074
2017-10-12,0.004123693548140354,0.004495004283606174,0.003918326443147577,0.004339248568122367,115762.66728687189,27276986.290340684
2017-10-13,0.004571072810109263,0.005256995274029687,0.004297819967597922,0.005102485691149149,254366.00354992395,32138365.61389517
2017-10-14,0.005392531748455324,0.005732996499453589,0.0047863669898462165,0.004931272195746264,593692.1170016377,38718111.778527
2017-10-15,0.005274776838065176,0.005221847145213941,0.004772660197221655,0.004756855745426219,282582.01677395025,36575900.43536302
2017-10-16,0.0050316378575814115,0.004995044831640159,0.004776856611410249,0.004667785786968269,136244.4670787405,33685602.41129026
2017-10-17,0.004940826583459488,0.005308813665784079,0.004375343829879115,0.0047714730283407916,169019.63866371187,31175790.26268239
2017-10-18,0.005014284979468389,0.0048855976202967595,0.004561361614719125,0.004637640051747894,96525.3372209296,29692280.23697773
2017-10-19,0.0049211089370912176,0.0047418147701603144,0.0046900227660749486,0.004657652465607472,55757.06339372731,30303060.63440624
2017-10-20,0.004934994995390042,0.005389725636788683,0.004820405511527048,0.005277407969239477,139053.05325457195,32919179.005441006
2017-10-21,0.005571672912911338,0.005609624099641897,0.005101392073912138,0.005132716351959202,162889.49951709097,33891099.14866035
2017-10-22,0.005439266408459737,0.005277165680503457,0.00480927230773977,0.0047471629413177036,90940.63340301989,32033817.450799722
2017-10-23,0.005019042336781886,0.004953467539370226,0.0043809567296219576,0.004503939997400524,70479.02772418727,30071732.617403775
2017-10-24,0.004732965424463515,0.004972602605193797,0.004412184228804288,0.004717832163014056,166374.62552160033,31349112.167452607
2017-10-25,0.004965629293016626,0.00497072380467603,0.004763675670900091,0.00487662109943724,81538.37553005254,30845978.142613906
2017-10-26,0.005138472175432821,0.005096340250791605,0.004914865355677931,0.004863758324414784,57294.222184444545,30918444.91695809
2017-10-27,0.005173496132093211,0.005031821797955294,0.004893633276349266,0.004878397742773378,65361.41890777568,30320365.539932583
2017-10-28,0.005170359684314672,0.005606450847778953,0.004941027298579102,0.005428171601809871,67885.73159269718,29841254.042073306
2017-10-29,0.005697784265163458,0.013052919591363687,0.005435627221611179,0.009718049034510472,403108.3513519102,31195173.220181327
2017-10-30,0.010242698101569194,0.015280448718124182,0.009397188882657748,0.009970508923887036,2341906.081827112,32181920.27130727
2017-10-31,0.010661229393304333,0.010491144170648111,0.008255669227032502,0.008975022886851015,1187518.9319340193,33818971.47664099
2017-11-01,0.009529127889508352,0.009934775095657758,0.008095946791488774,0.008480139669077149,563331.1705468582,28707992.459002584
2017-11-02,0.008993445746568266,0.012598499829082116,0.008232548881350431,0.010500667163335224,990464.914558366,26271861.95977014
2017-11-03,0.011326925915317818,0.012105744358435618,0.010060162765987892,0.010573239093206727,934818.2411413922,25002705.01576007
2017-11-04,0.01117776804169812,0.013005829556493986,0.010880723782330265,0.011338783671900504,762328.7149520769,26156965.92928322
2017-11-05,0.012088069004993552,0.016288145750918782,0.011646716210235868,0.015557325252989742,1277524.9587510063,25605185.641874176
2017-11-06,0.016547359219677305,0.018644908954357137,0.01448764689069202,0.016030561650232932,1985942.3091762697,25329279.31529843
2017-11-07,0.017126599930198987,0.016799563363530008,0.01387566511552666,0.014009011761456499,1356843.1902506887,25411581.909485705
2017-11-08,0.014865130664262094,0.015841189831463768,0.013609277236678426,0.013452384790867631,942180.3427697936,26360072.434629537
2017-11-09,0.014548446,0.016083349,0.013973222,0.015141984,1027407.3412401314,34116780.6414297
2017-11-10,0.015200213,0.015711793,0.012685184,0.013101305,478797.2121379937,32567360.25428041
2017-11-11,0.013103431,0.013350821,0.011759688,0.011955572,263034.03999319545,29485040.23962298
2017-11-12,0.011951619,0.011951619,0.010075478,0.010411776,238752.09604152743,24734019.62515031
2017-11-13,0.010403345,0.011953796,0.010403345,0.011404484,181150.7615758975,26432579.11801452
2017-11-14,0.011423549,0.011811205,0.011271874,0.01156887,219941.970387822,26043383.903582763
2017-11-15,0.011595937,0.012032521,0.011515727,0.012004364,239751.6051043564,26524755.63058154
2017-11-16,0.012030384,0.012688014,0.011704285,0.011855861,335086.59067457885,27686714.70407764
2017-11-17,0.011798024,0.012061862,0.011110709,0.012061862,300341.2528896456,26310679.368721843
2017-11-18,0.01195172,0.013338556,0.011357945,0.01316027,322749.64896651,28186467.013990626
2017-11-19,0.013074307,0.013844688,0.012501864,0.013108468,354020.11178978044,29520217.853886385
2017-11-20,0.013093462,0.013644529,0.012648639,0.012946818,375422.670587686,29954539.96052992
2017-11-21,0.012965044,0.014059641,0.012287359,0.013190123,419281.0348788311,30026328.418503866
2017-11-22,0.013202357,0.01375741,0.013010845,0.013467959,422018.85407794063,30346499.18801018
2017-11-23,0.013457422,0.014662381,0.013360784,0.014016716,463514.8495795119,32065411.886095032
