Date,Open,High,Low,Close,Adj Close,Volume
2021-02-25,20.959156,21.866863,19.441431,20.331142,20.331142,37511198
2021-02-26,20.316811,20.624142,18.335150,19.859268,19.859268,43661712
2021-02-27,19.867897,21.145727,19.557287,20.539028,20.539028,26939471
2021-02-28,20.550856,22.023266,19.295919,20.813091,20.813091,59356489
2021-03-01,20.824869,30.020639,20.771261,28.701460,28.701460,107296186
2021-03-02,28.489853,30.271708,26.805058,29.843624,29.843624,115857029
2021-03-03,29.850054,34.001873,28.901236,32.510975,32.510975,114310542
2021-03-04,32.505581,41.114986,31.888409,39.037815,39.037815,205574632
2021-03-05,39.109303,39.209476,34.370499,34.579079,34.579079,109696061
2021-03-06,34.579151,35.343700,30.760666,34.699165,34.699165,80571097
2021-03-07,34.696983,36.580521,33.014305,34.221111,34.221111,50992359
2021-03-08,34.193714,35.647285,31.656076,32.174904,32.174904,61298354
2021-03-09,32.139133,38.332909,32.125729,35.567345,35.567345,135347963
2021-03-10,35.520733,35.536018,32.927223,34.275486,34.275486,68744531
2021-03-11,34.245834,34.366882,31.218649,32.464687,32.464687,40825326
2021-03-12,32.507530,35.365601,30.198189,35.365601,35.365601,75886315
2021-03-13,35.390553,38.946297,34.470779,37.654018,37.654018,170893245
2021-03-14,37.451057,37.686535,34.103954,36.300434,36.300434,69560229
2021-03-15,36.246933,37.232819,32.961044,34.736435,34.736435,57370644
2021-03-16,34.750099,34.760269,32.492004,33.364231,33.364231,18676266
2021-03-17,33.421543,34.024544,31.291718,32.209869,32.209869,46406186
2021-03-18,32.216152,32.761890,31.528061,31.608122,31.608122,39329785
2021-03-19,31.610012,32.730503,31.071012,31.722694,31.722694,33595347
2021-03-20,31.718870,32.488934,31.412052,31.412052,31.412052,26468804
2021-03-21,31.378466,31.638109,29.334503,30.137926,30.137926,34518166
2021-03-22,30.168911,30.168911,26.474331,27.116716,27.116716,52058325
2021-03-23,27.129660,28.253036,24.236246,26.299053,26.299053,64100386
2021-03-24,26.296936,28.725260,25.225267,25.659389,25.659389,54726649
2021-03-25,25.674686,26.324738,24.369864,25.453451,25.453451,41230010
2021-03-26,25.438480,33.057526,25.357187,29.841209,29.841209,257565105
2021-03-27,29.879538,30.480661,27.411234,27.415085,27.415085,64295059
2021-03-28,27.432383,30.672098,27.212179,29.782743,29.782743,61588465
2021-03-29,29.813356,33.626663,29.683491,32.633297,32.633297,92056442
2021-03-30,32.635262,34.547958,31.697998,33.018711,33.018711,66350581
2021-03-31,32.978783,36.579540,32.849457,34.408234,34.408234,120603871
2021-04-01,34.369740,34.776447,31.060324,31.133430,31.133430,114571031
2021-04-02,31.176867,32.343781,29.194597,29.907593,29.907593,125715512
2021-04-03,29.919460,33.674538,29.802053,30.425058,30.425058,141138962
2021-04-04,30.370729,36.017883,30.336712,34.772427,34.772427,185074819
2021-04-05,34.768269,46.162552,34.301041,38.553768,38.553768,381504288
2021-04-06,38.568062,38.785774,34.302338,36.267918,36.267918,137557109
2021-04-07,36.229847,39.215424,33.003246,35.074310,35.074310,262303618
2021-04-08,35.001019,35.762043,33.815422,35.400085,35.400085,91555451
2021-04-09,35.387112,36.491024,34.708595,35.280884,35.280884,62284301
2021-04-10,35.265087,36.551250,34.787266,35.022049,35.022049,66782888
2021-04-11,35.022926,35.367279,33.001373,33.844757,33.844757,66697268
2021-04-12,33.819092,39.113873,33.345901,38.101299,38.101299,183505374
2021-04-13,38.108948,39.230305,37.190506,38.454258,38.454258,78001529
2021-04-14,38.418594,38.853828,35.792152,37.147682,37.147682,51209619
2021-04-15,37.163013,38.846268,36.803688,38.445656,38.445656,55229635
2021-04-16,38.456142,38.640179,35.014996,36.581551,36.581551,62763522
2021-04-17,36.558723,36.588806,35.434593,35.695862,35.695862,50276247
2021-04-18,35.631508,36.531567,29.941154,32.571568,32.571568,112644536
2021-04-19,32.524136,34.051907,31.765978,32.903790,32.903790,78002057
2021-04-20,32.895206,35.343334,30.912334,34.380268,34.380268,138999532
2021-04-21,34.392735,35.201832,33.360546,33.428768,33.428768,53317517
2021-04-22,33.410973,34.017128,29.868904,29.881662,29.881662,63086752
2021-04-23,29.862514,30.143742,24.725964,27.721052,27.721052,97245526
2021-04-24,27.731913,29.121508,26.325434,26.872379,26.872379,54457851
2021-04-25,26.882307,28.523088,25.917967,26.776207,26.776207,45514464
2021-04-26,26.775810,30.171713,26.775810,30.171713,30.171713,56613145
2021-04-27,29.999203,33.273071,29.788574,32.837769,32.837769,81356232
2021-04-28,32.877563,33.492699,30.886589,31.685408,31.685408,68791323
2021-04-29,31.675238,31.731575,30.091854,30.690535,30.690535,64477982
2021-04-30,30.702341,31.368851,30.252501,31.127115,31.127115,42588756
2021-05-01,31.133408,31.579994,30.260756,30.805098,30.805098,33357057
2021-05-02,30.806089,30.891586,29.566832,30.182039,30.182039,34734853
2021-05-03,30.176399,31.699266,30.176399,31.078438,31.078438,45509893
2021-05-04,31.102118,36.845634,30.824795,32.265854,32.265854,155890103
2021-05-05,32.296978,33.265305,31.695738,33.262760,33.262760,72704201
2021-05-06,33.242588,33.269001,29.584978,30.473726,30.473726,103232172
2021-05-07,30.474966,30.608524,28.079369,29.482765,29.482765,99479689
2021-05-08,29.491695,31.265348,28.560307,28.704695,28.704695,64969111
2021-05-09,28.679810,28.820574,26.197569,27.496685,27.496685,89660780
2021-05-10,27.489540,28.862013,25.370468,26.097872,26.097872,80347156
2021-05-11,26.110109,27.519995,25.632915,27.430801,27.430801,48825798
2021-05-12,27.424709,28.170439,24.865692,24.865692,24.865692,50578090
2021-05-13,24.762735,25.243412,23.173231,24.109831,24.109831,78947206
2021-05-14,24.104465,25.477098,24.090002,24.963333,24.963333,46900202
2021-05-15,24.966246,26.209026,24.119192,24.524551,24.524551,60877307
2021-05-16,24.505421,25.460897,22.692169,23.582214,23.582214,56111084
2021-05-17,23.590862,23.991688,20.050165,20.260166,20.260166,116842590
2021-05-18,20.266464,22.074739,19.914762,21.046692,21.046692,91982472
2021-05-19,21.024780,21.137819,11.901132,14.639366,14.639366,210730231
2021-05-20,14.611834,16.582426,12.740906,16.247372,16.247372,126488159
2021-05-21,16.273624,17.772207,13.546818,15.022178,15.022178,146165393
2021-05-22,15.014582,15.092645,13.328102,13.835536,13.835536,75818656
2021-05-23,13.829087,14.132182,10.649360,11.668004,11.668004,108077993
2021-05-24,11.592840,13.653112,11.592840,13.530245,13.530245,100562034
2021-05-25,13.579361,17.186897,12.991458,14.529109,14.529109,166981094
2021-05-26,14.570601,16.178707,13.997318,15.190891,15.190891,91375259
2021-05-27,15.191984,15.228336,14.590526,14.688971,14.688971,52061955
2021-05-28,14.671831,14.843413,13.028815,13.241355,13.241355,59097830
2021-05-29,13.244611,14.837635,13.150414,13.383106,13.383106,64173634
2021-05-30,13.385528,13.597263,12.814274,13.574780,13.574780,45999212
2021-05-31,13.575515,13.940361,13.050515,13.919222,13.919222,29759163
2021-06-01,13.922557,13.937896,13.275179,13.421438,13.421438,20467513
2021-06-02,13.428588,14.547633,13.130236,14.221535,14.221535,34571252
2021-06-03,14.221072,15.261339,13.768223,14.843184,14.843184,38901853
2021-06-04,14.850954,16.152756,14.228369,14.966943,14.966943,95193885
2021-06-05,14.956648,15.561830,13.934515,14.014322,14.014322,49567748
2021-06-06,14.010659,14.467719,13.914722,14.229737,14.229737,69674582
2021-06-07,14.222252,14.465290,13.491557,13.491557,13.491557,53986140
2021-06-08,13.484562,13.658504,11.622104,12.577305,12.577305,56721825
2021-06-09,12.582189,13.058808,12.032827,13.049138,13.049138,40903013
2021-06-10,13.048927,13.406442,12.811413,13.172846,13.172846,29229280
2021-06-11,13.175528,14.678941,12.458829,13.042084,13.042084,61561673
2021-06-12,13.076763,13.076763,11.764078,12.292359,12.292359,35841741
2021-06-13,12.299006,12.722219,11.987018,12.696328,12.696328,32939801
2021-06-14,12.701696,13.394293,12.606658,12.879222,12.879222,31382900
2021-06-15,13.321764,13.336155,12.074344,12.331193,12.331193,35029502
2021-06-16,12.353645,12.706382,11.745324,11.798801,11.798801,38674349
2021-06-17,11.798929,12.368944,11.672598,11.875061,11.875061,34705130
2021-06-18,11.871393,11.915506,10.012267,10.263910,10.263910,58693741
2021-06-19,10.274213,10.749052,9.663026,10.012644,10.012644,62635124
2021-06-20,10.005828,10.109573,8.739637,9.419731,9.419731,68523982
2021-06-21,9.424973,9.795547,7.155238,7.298011,7.298011,102214766
2021-06-22,7.303340,7.500437,6.044961,7.132412,7.132412,62583086
2021-06-23,7.135132,8.691885,7.135132,8.577668,8.577668,75406938
2021-06-24,8.546943,8.791958,8.448942,8.714235,8.714235,42512862
2021-06-25,8.715945,8.806622,7.832723,8.033928,8.033928,56572950
2021-06-26,8.037212,8.168393,7.483494,7.942231,7.942231,55841075
2021-06-27,7.963064,8.574048,7.910120,8.570419,8.570419,47052648
2021-06-28,8.576425,8.824450,8.365491,8.757478,8.757478,38864657
2021-06-29,8.753742,9.465196,8.705348,9.358084,9.358084,43410094
2021-06-30,9.355109,9.617601,8.658886,9.595945,9.595945,39641737
2021-07-01,9.611622,9.776953,8.875905,9.151642,9.151642,39069895
2021-07-02,9.153123,9.742223,9.143078,9.647247,9.647247,80693719
2021-07-03,9.653823,10.725706,9.547010,10.711549,10.711549,83495228
2021-07-04,10.692773,11.426160,10.525290,11.065144,11.065144,87706611
2021-07-05,11.063534,11.259702,10.016597,10.451004,10.451004,57967370
2021-07-06,10.393094,12.424746,10.350672,12.000710,12.000710,146368501
2021-07-07,12.031772,16.806261,11.474622,16.788288,16.788288,387023967
2021-07-08,16.599749,19.297367,13.564918,14.089019,14.089019,392564214
2021-07-09,14.154173,15.793250,12.256406,15.558730,15.558730,260873799
2021-07-10,15.557794,19.324806,15.218758,18.869724,18.869724,693927580
2021-07-11,19.283438,20.838366,17.633730,19.479593,19.479593,557878533
2021-07-12,19.606571,19.606571,16.950300,16.997398,16.997398,178055674
2021-07-13,17.066332,18.891115,16.049728,17.294004,17.294004,337616154
2021-07-14,17.331326,19.275190,16.199259,18.346186,18.346186,317874601
2021-07-15,18.259464,21.205429,17.531582,17.921486,17.921486,458040997
2021-07-16,17.954508,19.894579,16.338449,17.475540,17.475540,299452622
2021-07-17,17.669415,17.669415,15.198123,15.522759,15.522759,122366228
2021-07-18,15.574499,16.549765,14.650074,15.414951,15.414951,102896505
2021-07-19,15.370866,15.370866,13.175063,13.692710,13.692710,65716939
2021-07-20,13.776230,13.804587,11.523390,12.184539,12.184539,89249116
2021-07-21,12.097873,15.840289,11.928379,15.271150,15.271150,284467169
2021-07-22,15.331428,17.967596,15.331428,16.931133,16.931133,376766737
2021-07-23,17.035337,20.839539,16.414394,19.716362,19.716362,669905304
2021-07-24,19.720510,22.471342,19.079109,20.629379,20.629379,576133531
2021-07-25,20.479748,21.226339,18.659117,20.027845,20.027845,238433842
2021-07-26,20.042215,20.054441,17.412586,18.465467,18.465467,243955565
2021-07-27,18.428972,19.818886,16.693159,18.454388,18.454388,260256187
2021-07-28,18.507545,19.516800,17.706011,18.220875,18.220875,166248512
2021-07-29,18.229378,19.040939,17.529179,18.275654,18.275654,120857020
2021-07-30,18.306744,29.958101,17.900951,23.695023,23.695023,1931424083
2021-07-31,23.912504,27.863848,22.972708,23.992067,23.992067,1199986731
2021-08-01,24.390545,24.390545,21.209101,21.274641,21.274641,372807357
2021-08-02,21.137510,22.668383,20.804911,22.189060,22.189060,271123006
2021-08-03,22.191042,22.240599,20.582195,20.896063,20.896063,126468302
2021-08-04,20.921066,22.473267,20.398134,22.326668,22.326668,196672995
2021-08-05,22.320004,23.452986,21.002720,22.320364,22.320364,180045002
2021-08-06,22.352264,22.580408,21.594757,22.468752,22.468752,146050488
2021-08-07,22.466639,23.413864,22.004654,22.659163,22.659163,196197985
2021-08-08,22.678801,23.396055,21.419151,21.589973,21.589973,154180055
2021-08-09,21.588093,22.335499,20.735235,22.180840,22.180840,120813413
2021-08-10,22.186672,24.006016,21.685621,23.116873,23.116873,378764343
2021-08-11,23.075857,26.627161,22.982292,23.912769,23.912769,535321103
2021-08-12,23.828938,24.007957,22.053604,22.615440,22.615440,224055763
2021-08-13,22.613220,23.906284,22.504356,23.620132,23.620132,192991431
2021-08-14,23.624268,23.859604,22.538221,23.322395,23.322395,150366443
2021-08-15,23.338959,23.398256,22.197731,23.056763,23.056763,100229052
2021-08-16,23.079184,23.640793,22.551476,22.811354,22.811354,148853615
2021-08-17,22.849400,24.993107,21.906124,22.197899,22.197899,355326446
2021-08-18,22.264952,23.784006,21.227962,22.512033,22.512033,269826498
2021-08-19,22.497898,22.926153,21.333727,22.901028,22.901028,169261934
2021-08-20,22.851917,23.560102,22.290916,23.427233,23.427233,164179417
2021-08-21,23.398817,25.334488,23.234255,23.234255,23.234255,395172920
2021-08-22,23.394358,23.529758,22.666674,23.110056,23.110056,119926027
2021-08-23,23.109747,24.464130,22.814098,23.960258,23.960258,175271702
2021-08-24,23.966560,24.118540,21.961550,22.106457,22.106457,281586365
2021-08-25,22.075003,23.350710,21.054262,22.539661,22.539661,310438351
2021-08-26,22.601669,22.962458,21.120743,21.398993,21.398993,160303208
2021-08-27,21.395702,22.298336,21.010036,22.164103,22.164103,154180150
2021-08-28,22.166019,22.439880,21.879690,21.987194,21.987194,117621681
2021-08-29,21.990129,28.652542,21.788567,27.567568,27.567568,811547665
2021-08-30,27.711473,28.790155,24.629396,25.243559,25.243559,619609590
2021-08-31,25.275145,27.593607,24.081020,25.133162,25.133162,398612183
2021-09-01,25.125977,25.841986,24.295704,25.709734,25.709734,229928503
2021-09-02,25.676918,25.755911,25.015272,25.217291,25.217291,138348623
2021-09-03,25.209780,25.838278,24.831923,25.464874,25.464874,176325774
2021-09-04,25.468666,27.257570,25.007025,25.817719,25.817719,247854754
2021-09-05,25.737234,27.283541,25.303619,26.574713,26.574713,249742968
2021-09-06,26.637396,26.637396,25.182192,25.880743,25.880743,152653289
2021-09-07,25.857119,26.137268,20.667734,21.477316,21.477316,249233423
2021-09-08,21.520979,22.869846,18.591232,21.110115,21.110115,264044812
2021-09-09,20.650877,22.187286,20.420303,21.527592,21.527592,147842952
2021-09-10,21.534946,22.154352,19.785246,20.202742,20.202742,114526261
2021-09-11,20.199677,20.749847,19.863970,20.532543,20.532543,63314392
2021-09-12,20.525084,21.032402,19.913700,20.805634,20.805634,63669468
2021-09-13,20.807751,20.807751,18.807371,19.672691,19.672691,128977474
2021-09-14,19.664085,25.233564,19.563086,22.864889,22.864889,669566520
2021-09-15,22.829992,23.339500,21.451775,22.136057,22.136057,202816291
2021-09-16,22.098501,22.108990,21.006586,21.234612,21.234612,97784394
2021-09-17,21.225855,21.345957,20.524324,20.602451,20.602451,72523941
2021-09-18,20.615305,21.497253,20.498875,20.731588,20.731588,72966285
2021-09-19,20.737789,21.083384,19.989351,20.203543,20.203543,97120782
2021-09-20,20.211206,20.211206,17.157587,17.504332,17.504332,153381814
2021-09-21,17.574923,17.775009,15.578083,15.756041,15.756041,86669402
2021-09-22,15.733588,18.996672,15.383767,17.670404,17.670404,210559648
2021-09-23,17.612171,18.511127,17.355360,18.410669,18.410669,199309492
2021-09-24,18.410528,18.539654,15.948869,16.804043,16.804043,146382966
2021-09-25,16.801018,17.114925,16.124779,16.623688,16.623688,104430126
2021-09-26,16.625652,16.733267,15.150193,15.722243,15.722243,114145215
2021-09-27,15.727847,16.254574,15.647831,15.660340,15.660340,61299394
2021-09-28,15.642979,15.690353,15.022459,15.231055,15.231055,62003496
2021-09-29,15.238154,15.879315,14.899547,15.122501,15.122501,65407471
2021-09-30,15.129456,15.901202,15.037201,15.889208,15.889208,71004873
2021-10-01,15.895883,18.081709,15.647348,17.686235,17.686235,148563672
2021-10-02,17.710747,19.184414,17.710747,18.735640,18.735640,210554549
2021-10-03,18.723335,19.152428,18.102179,19.152428,19.152428,100717243
2021-10-04,19.164015,21.888887,18.106134,20.476383,20.476383,513517832
2021-10-05,20.516657,21.200886,19.273457,19.765982,19.765982,264458464
2021-10-06,19.785091,20.140903,18.457722,19.269388,19.269388,171281904
2021-10-07,19.301607,19.309822,18.472887,18.502884,18.502884,99001366
2021-10-08,18.502600,18.971237,18.143007,18.336264,18.336264,104165016
2021-10-09,18.347307,19.450756,18.250011,19.063202,19.063202,100010047
2021-10-10,19.047228,19.582375,18.351500,18.427170,18.427170,103837021
2021-10-11,18.411804,19.121727,17.550201,17.783190,17.783190,106644343
2021-10-12,17.775799,17.799591,16.512266,17.182823,17.182823,130672718
2021-10-13,17.185158,18.195614,17.155315,17.476955,17.476955,113061161
2021-10-14,17.477156,18.900248,17.388506,18.673571,18.673571,131085736
2021-10-15,18.684847,18.692072,17.075960,17.539471,17.539471,121631557
2021-10-16,17.742439,17.798225,16.085262,16.567852,16.567852,315194701
2021-10-17,16.546860,16.557390,15.141884,15.676279,15.676279,363994703
2021-10-18,15.706084,15.850980,14.292092,14.810359,14.810359,249780327
2021-10-19,14.811164,14.817012,12.907796,13.263364,13.263364,283473948
2021-10-20,13.253816,14.237209,12.184295,14.221124,14.221124,568582248
2021-10-21,14.227889,14.974020,13.807883,14.132878,14.132878,382304257
2021-10-22,14.126987,14.369489,13.314645,13.728155,13.728155,253956510
2021-10-23,13.736664,13.736664,13.213912,13.395278,13.395278,141369823
2021-10-24,13.414234,13.698959,12.785236,13.166040,13.166040,135531932
2021-10-25,13.165261,13.653191,13.090907,13.487613,13.487613,144431353
2021-10-26,13.486781,13.574026,13.083117,13.153938,13.153938,155102601
2021-10-27,13.171087,13.345665,11.610423,11.945353,11.945353,233208535
2021-10-28,11.944376,12.838596,11.652921,12.829030,12.829030,178024435
2021-10-29,12.821271,14.309292,12.752815,13.747429,13.747429,488347621
2021-10-30,13.764740,15.096733,13.113661,15.038946,15.038946,507233260
2021-10-31,15.021672,16.547506,13.505439,13.974906,13.974906,530282457
2021-11-01,13.993474,14.335178,13.407004,14.006063,14.006063,227875140
2021-11-02,14.004703,14.815959,13.764244,14.366287,14.366287,259984508
2021-11-03,14.421565,14.421565,13.548226,13.927674,13.927674,194767624
2021-11-04,13.936810,14.198418,13.659081,13.848715,13.848715,199578526
2021-11-05,13.820809,14.424821,13.681822,13.950764,13.950764,211171280
2021-11-06,13.948638,13.993173,13.421262,13.847606,13.847606,134506117
2021-11-07,13.849501,13.865872,13.653367,13.825388,13.825388,83828491
2021-11-08,13.816150,13.986322,13.729591,13.928489,13.928489,145865805
2021-11-09,13.928366,13.992228,13.650212,13.718877,13.718877,156768218
2021-11-10,13.720282,13.797223,12.660048,12.862029,12.862029,181111719
2021-11-11,12.862925,13.251070,12.862925,13.182823,13.182823,112337848
2021-11-12,13.163962,13.247589,12.561636,12.881802,12.881802,125083898
2021-11-13,12.876580,13.265087,12.705860,13.192594,13.192594,101197984
2021-11-14,13.174146,13.210801,12.758177,12.995822,12.995822,68749741
2021-11-15,12.998851,14.596668,12.926003,13.292063,13.292063,361729636
2021-11-16,13.301647,13.301647,12.092427,12.679064,12.679064,239850483
2021-11-17,12.677014,12.813138,12.108996,12.658090,12.658090,213124577
2021-11-18,12.651060,12.684333,11.746739,11.830136,11.830136,227834078
2021-11-19,11.805361,13.155839,11.615384,12.586133,12.586133,182346784
2021-11-20,12.584863,13.478733,12.519551,13.195271,13.195271,203504970
2021-11-21,13.212186,16.775747,12.903274,14.534368,14.534368,921963550
2021-11-22,14.649801,15.455203,13.468404,13.494586,13.494586,691122308
2021-11-23,13.540802,13.772108,12.887515,13.240339,13.240339,292569582
2021-11-24,13.229844,13.503733,12.718580,12.806194,12.806194,262288818
2021-11-25,13.011695,13.869223,12.839768,13.324666,13.324666,257771791
2021-11-26,13.281138,13.281138,11.491080,11.685726,11.685726,240250402
2021-11-27,11.713758,12.291801,11.685150,11.914460,11.914460,108088251
2021-11-28,11.921120,12.965592,11.490499,12.330559,12.330559,277578425
2021-11-29,12.357947,13.048335,12.245890,12.846927,12.846927,201641861
2021-11-30,12.843674,12.891167,12.304427,12.417634,12.417634,156148168
2021-12-01,12.416292,12.701374,12.259805,12.287155,12.287155,102207975
2021-12-02,12.306252,12.306252,11.843495,12.054426,12.054426,147987589
2021-12-03,12.061993,12.272945,11.363931,11.587807,11.587807,112639400
2021-12-04,11.587901,11.636975,8.697285,9.950428,9.950428,257410502
2021-12-05,9.949409,10.220769,9.169007,9.263991,9.263991,115081647
2021-12-06,9.274824,9.752095,8.659852,9.683806,9.683806,179004019
2021-12-07,9.678177,10.389770,9.594620,10.089499,10.089499,121222964
2021-12-08,10.079866,10.539034,9.695085,10.070576,10.070576,125271380
2021-12-09,10.058467,10.205195,9.270267,9.270267,9.270267,77068219
2021-12-10,9.264387,9.571573,8.805738,8.829926,8.829926,100308011
2021-12-11,8.838322,9.517267,8.754706,9.224739,9.224739,83339166
2021-12-12,9.213896,9.430293,8.966855,9.215411,9.215411,65074296
2021-12-13,9.219788,9.296106,8.539571,8.627392,8.627392,87508535
2021-12-14,8.627630,8.718045,8.231927,8.448000,8.448000,112867421
2021-12-15,8.696993,8.927733,8.222535,8.858247,8.858247,77648629
2021-12-16,8.858139,8.997618,8.525207,8.547679,8.547679,63601178
2021-12-17,8.558423,8.642484,8.236368,8.384374,8.384374,63200482
2021-12-18,8.379845,8.595420,8.278870,8.467577,8.467577,41061935
2021-12-19,8.494005,8.625640,8.347527,8.347527,8.347527,45208797
2021-12-20,8.354345,8.396522,8.009787,8.139809,8.139809,53464289
2021-12-21,8.140278,8.399456,8.084659,8.362208,8.362208,56574430
2021-12-22,8.363130,8.614247,8.311138,8.503827,8.503827,56914502
2021-12-23,8.512798,9.370164,8.495878,9.292019,9.292019,143452264
2021-12-24,9.293186,9.598103,9.081193,9.127161,9.127161,88257396
2021-12-25,9.120880,9.259031,9.052337,9.217374,9.217374,42702943
2021-12-26,9.206570,9.287970,8.976855,9.259941,9.259941,47309876
2021-12-27,9.261231,9.716619,9.184156,9.420879,9.420879,68479247
2021-12-28,9.428337,9.428337,8.704391,8.750742,8.750742,65554947
2021-12-29,8.749472,8.847013,8.490089,8.600098,8.600098,59978699
2021-12-30,8.610416,8.844638,8.503897,8.752595,8.752595,39354954
2021-12-31,8.753070,8.905363,8.684261,8.798324,8.798324,43162338
2022-01-01,8.801702,9.168754,8.801702,9.167920,9.167920,40934235
2022-01-02,9.165890,9.440640,9.016710,9.283650,9.283650,58553808
2022-01-03,9.282911,9.282911,8.863252,8.939324,8.939324,49981790
2022-01-04,8.939678,9.226084,8.737088,8.945329,8.945329,67504759
2022-01-05,8.945445,9.267968,8.303188,8.446909,8.446909,84576036
2022-01-06,8.446878,8.455588,8.096317,8.320332,8.320332,73529702
2022-01-07,8.318283,8.328926,7.843191,7.956860,7.956860,78548461
2022-01-08,7.958542,8.052902,7.562202,7.714436,7.714436,55947135
2022-01-09,7.714455,7.911208,7.675571,7.804242,7.804242,44948536
2022-01-10,7.803511,7.922980,7.208769,7.485820,7.485820,71340068
2022-01-11,7.485707,7.654858,7.312199,7.633092,7.633092,61020558
2022-01-12,7.633628,7.948734,7.607991,7.929082,7.929082,62422789
2022-01-13,7.928495,8.119510,7.729499,7.729499,7.729499,67978355
2022-01-14,7.730783,7.861703,7.590096,7.726504,7.726504,60106393
2022-01-15,7.727786,7.776822,7.632019,7.726289,7.726289,54106899
2022-01-16,7.726173,7.794231,7.490081,7.600377,7.600377,60433270
2022-01-17,7.603909,7.619221,7.265854,7.346847,7.346847,50866545
2022-01-18,7.346654,7.384008,6.779786,6.991793,6.991793,116846216
2022-01-19,6.991390,7.580828,6.907238,7.166544,7.166544,137515914
2022-01-20,7.165439,7.555840,6.576126,6.585395,6.585395,117359378
2022-01-21,6.599591,6.696997,5.615116,5.801448,5.801448,296722432
2022-01-22,5.803793,5.866536,4.570147,5.032649,5.032649,250899656
2022-01-23,5.039287,5.324429,4.932682,5.206656,5.206656,120579046
2022-01-24,5.209036,5.216052,4.335802,4.844363,4.844363,253293489
2022-01-25,4.845177,5.037718,4.549654,4.912858,4.912858,156865842
2022-01-26,4.906748,5.432948,4.736552,4.953808,4.953808,215147144
2022-01-27,4.950160,5.291332,4.768721,5.142621,5.142621,230064565
2022-01-28,5.138443,5.733824,5.027961,5.599586,5.599586,201799858
2022-01-29,5.641727,6.621620,5.635363,6.474527,6.474527,392025228
2022-01-30,6.475381,7.288322,6.236255,6.747239,6.747239,515631746
2022-01-31,6.746894,7.004582,6.319526,6.800709,6.800709,350848017
2022-02-01,6.802537,7.210043,6.576589,6.664288,6.664288,233862533
2022-02-02,6.664904,6.670663,6.091672,6.125273,6.125273,129672231
2022-02-03,6.122855,6.192580,5.689014,5.951165,5.951165,123511812
2022-02-04,5.945865,6.481872,5.856130,6.452359,6.452359,147766684
2022-02-05,6.450819,6.761574,6.366540,6.568924,6.568924,137868722
2022-02-06,6.571878,7.486547,6.571878,7.446119,7.446119,333623869
2022-02-07,7.444359,7.811920,7.236233,7.565111,7.565111,302012618
2022-02-08,7.567774,7.870682,6.993624,7.455548,7.455548,273693340
2022-02-09,7.449883,8.517382,7.078731,8.402666,8.402666,486438404
2022-02-10,8.404433,8.651224,7.762931,7.969886,7.969886,483190612
2022-02-11,7.971015,7.971015,6.957760,7.145905,7.145905,225623992
2022-02-12,7.146150,7.582400,6.986592,7.369787,7.369787,205460490
2022-02-13,7.369681,7.567338,6.793915,7.122439,7.122439,115325950
2022-02-14,7.114827,7.129957,6.686476,6.915560,6.915560,132729903
2022-02-15,6.916452,7.474150,6.846902,7.441855,7.441855,136303847
2022-02-16,7.442045,7.590963,7.016366,7.316534,7.316534,152557560
2022-02-17,7.311721,7.398876,6.481969,6.487388,6.487388,169155842
