,Date,Number of sales,Sales USD,Average USD,Active market wallets,Primary Sales,Secondary sales,Primary sales USD,Secondary sales USD,Unique buyers,Unique sellers
764,2019-07-26,4096,32668.07,7.98,984,3348,748,9155.4,23512.67,572,520
765,2019-07-27,3949,33969.3,8.6,844,3326,623,7579.58,26389.72,508,423
766,2019-07-28,3922,33577.2,8.56,844,3326,596,7704.21,25872.99,516,427
767,2019-07-29,3901,52290.81,13.4,870,3112,789,8300.92,43989.89,534,426
768,2019-07-30,4235,50084.53,11.83,878,3521,714,20995.53,29089.0,554,421
769,2019-07-31,3635,56954.09,15.67,901,2743,892,6028.44,50925.65,577,448
770,2019-08-01,3127,74698.54,23.89,810,2282,845,7062.05,67636.5,494,414
771,2019-08-02,2892,34114.95,11.8,821,2015,877,7350.77,26764.18,519,412
772,2019-08-03,3470,39984.26,11.52,906,2631,839,6700.63,33283.63,517,487
773,2019-08-04,3709,36740.55,9.91,956,2490,1219,9520.12,27220.44,551,520
774,2019-08-05,3277,29556.12,9.02,897,2340,937,6153.4,23402.72,558,467
775,2019-08-06,2127,34505.13,16.22,810,1354,773,7438.85,27066.27,508,390
776,2019-08-07,2824,36969.05,13.09,965,1844,980,7338.48,29630.58,559,506
777,2019-08-08,2860,40790.46,14.26,911,1964,896,8416.53,32373.93,568,451
778,2019-08-09,2801,41485.35,14.81,900,2097,704,5631.39,35853.97,573,431
779,2019-08-10,2149,21737.84,10.12,793,1542,607,4900.9,16836.94,497,397
780,2019-08-11,2376,23992.2,10.1,871,1617,759,5366.54,18625.66,524,441
781,2019-08-12,2458,105492.73,42.92,917,1679,779,5878.37,99614.36,561,477
782,2019-08-13,2589,43042.93,16.63,924,1472,1117,7222.45,35820.48,572,456
783,2019-08-14,2793,37894.53,13.57,947,1930,863,12676.63,25217.9,580,477
784,2019-08-15,2609,34472.69,13.21,904,1919,690,9799.45,24673.24,540,465
785,2019-08-16,2709,45153.88,16.67,874,1843,866,6101.05,39052.84,526,443
786,2019-08-17,3691,22773.66,6.17,1031,2766,925,6309.01,16464.65,516,616
787,2019-08-18,3779,21434.69,5.67,914,2869,910,7407.31,14027.38,500,513
788,2019-08-19,2417,31277.21,12.94,760,1710,707,6633.42,24643.79,460,370
789,2019-08-20,6991,26280.71,3.76,894,6106,885,8253.41,18027.29,594,373
790,2019-08-21,4670,25506.47,5.46,867,3978,692,5608.65,19897.81,554,384
791,2019-08-22,4032,41894.0,10.39,940,3166,866,6398.12,35495.88,554,472
792,2019-08-23,4031,40370.1,10.01,1015,3188,843,7489.83,32880.26,547,554
793,2019-08-24,5462,42081.8,7.7,1031,4539,923,6360.22,35721.58,591,539
794,2019-08-25,3609,35049.25,9.71,881,2864,745,6900.68,28148.57,548,418
795,2019-08-26,2456,49983.78,20.35,853,1833,623,24580.64,25403.14,566,333
796,2019-08-27,4205,27685.74,6.58,862,3622,583,8511.19,19174.55,553,402
797,2019-08-28,3830,64804.62,16.92,904,3157,673,7485.13,57319.49,547,428
798,2019-08-29,3435,44537.94,12.97,911,2770,665,8084.74,36453.2,555,439
799,2019-08-30,3775,30408.56,8.06,814,3162,613,8450.96,21957.61,516,384
800,2019-08-31,5670,46515.8,8.2,989,4539,1131,9786.99,36728.81,563,546
801,2019-09-01,5220,47528.24,9.11,890,4346,874,13151.35,34376.89,539,458
802,2019-09-02,4430,42662.91,9.63,890,3738,692,9106.26,33556.65,530,452
803,2019-09-03,3133,38191.94,12.19,797,2530,603,8173.86,30018.07,474,398
804,2019-09-04,2968,87760.17,29.57,794,2277,691,20743.75,67016.42,471,396
805,2019-09-05,2130,35989.97,16.9,664,1594,536,5585.35,30404.62,382,343
806,2019-09-06,1508,29077.82,19.28,635,1000,508,6062.37,23015.45,388,309
807,2019-09-07,1507,25010.12,16.6,610,1000,507,7613.12,17397.0,342,323
808,2019-09-08,1449,44802.62,30.92,534,989,460,4415.2,40387.42,312,272
809,2019-09-09,1408,76243.99,54.15,517,840,568,37060.61,39183.38,311,251
810,2019-09-10,1177,31137.91,26.46,559,666,511,5092.35,26045.56,325,269
811,2019-09-11,1265,31813.48,25.15,573,761,504,4385.64,27427.83,334,274
812,2019-09-12,1310,38882.82,29.68,595,715,595,6518.15,32364.67,334,307
813,2019-09-13,1287,64881.95,50.41,587,705,582,6637.57,58244.37,340,291
814,2019-09-14,2876,36287.42,12.62,630,2256,620,6232.28,30055.15,351,331
815,2019-09-15,2557,28206.4,11.03,580,1724,833,6359.2,21847.2,327,310
816,2019-09-16,1252,39476.18,31.53,532,820,432,10690.98,28785.2,328,246
817,2019-09-17,1083,30615.82,28.27,572,541,542,3274.01,27341.81,329,280
818,2019-09-18,1148,29563.13,25.75,538,693,455,4216.35,25346.79,323,251
819,2019-09-19,1123,75267.22,67.02,554,655,468,3722.0,71545.22,335,258
820,2019-09-20,885,22366.37,25.27,489,480,405,7782.79,14583.58,297,223
821,2019-09-21,2346,31816.2,13.56,680,1671,675,7012.0,24804.2,374,365
822,2019-09-22,2102,31262.21,14.87,614,1545,557,7937.08,23325.14,374,292
823,2019-09-23,1503,32243.73,21.45,604,868,635,9869.22,22374.5,349,306
824,2019-09-24,1234,37360.15,30.28,553,753,481,4567.03,32793.12,335,263
825,2019-09-25,1082,31459.13,29.07,569,568,514,5556.44,25902.69,320,306
826,2019-09-26,1136,32947.07,29.0,562,648,488,8709.1,24237.98,333,281
827,2019-09-27,1004,21606.96,21.52,526,540,464,2929.71,18677.25,307,265
828,2019-09-28,2047,19492.46,9.52,625,1488,559,6310.78,13181.68,356,326
829,2019-09-29,2573,74141.91,28.82,753,1952,621,47851.28,26290.63,479,337
830,2019-09-30,2144,30871.11,14.4,682,1615,529,8579.85,22291.26,418,313
831,2019-10-01,3805,39427.44,10.36,813,3194,611,6885.06,32542.39,509,393
832,2019-10-02,3603,37829.46,10.5,744,3087,516,22179.72,15649.74,434,372
833,2019-10-03,4050,29972.06,7.4,711,3475,575,7622.48,22349.58,393,383
834,2019-10-04,3317,31581.81,9.52,679,2669,648,6364.49,25217.32,409,336
835,2019-10-05,3456,19179.68,5.55,794,2838,618,6872.2,12307.48,433,431
836,2019-10-06,2805,54009.19,19.25,814,1760,1045,7006.67,47002.52,404,491
837,2019-10-07,3118,43162.09,13.84,759,2344,774,8112.96,35049.13,423,410
838,2019-10-08,3249,40584.35,12.49,810,2350,899,7261.63,33322.72,453,463
839,2019-10-09,5455,96721.31,17.73,1002,4757,698,77702.94,19018.37,658,421
840,2019-10-10,4060,48828.42,12.03,852,3462,598,34103.35,14725.07,447,491
841,2019-10-11,5089,28095.0,5.52,925,4385,704,5713.04,22381.96,458,533
842,2019-10-12,3221,30159.42,9.36,775,2337,884,10022.6,20136.82,424,426
843,2019-10-13,3171,75566.9,23.83,857,2533,638,61530.61,14036.29,500,424
844,2019-10-14,3450,111626.29,32.36,825,2956,494,92363.53,19262.75,559,331
845,2019-10-15,4653,243449.96,52.32,1099,4034,619,202293.14,41156.82,774,405
846,2019-10-16,3470,177577.36,51.18,1138,2567,903,104048.31,73529.05,725,492
847,2019-10-17,4656,151337.23,32.5,1092,3860,796,121826.79,29510.44,745,449
848,2019-10-18,4165,126642.07,30.41,1247,3359,806,82309.94,44332.12,809,522
849,2019-10-19,3940,122434.05,31.07,1165,3039,901,88963.76,33470.29,711,531
850,2019-10-20,8557,272920.55,31.89,2089,7661,896,245994.41,26926.14,1720,477
851,2019-10-21,3150,79621.82,25.28,1050,2212,938,39314.39,40307.44,695,453
852,2019-10-22,3241,86746.03,26.77,1012,2147,1094,52129.14,34616.89,617,509
853,2019-10-23,2256,66311.71,29.39,897,1569,687,38497.98,27813.73,569,398
854,2019-10-24,2286,72830.66,31.86,932,1588,698,44374.77,28455.89,576,447
855,2019-10-25,2678,82187.96,30.69,943,1790,888,52049.96,30137.99,574,461
856,2019-10-26,3990,89410.16,22.41,979,2917,1073,51823.93,37586.23,591,481
857,2019-10-27,3599,94905.06,26.37,926,2653,946,30534.58,64370.48,530,490
858,2019-10-28,3832,74301.47,19.39,958,2798,1034,30189.68,44111.79,563,490
859,2019-10-29,2934,66769.21,22.76,929,2113,821,33599.88,33169.33,567,454
860,2019-10-30,2859,80431.68,28.13,866,2013,846,35969.05,44462.63,523,421
861,2019-10-31,2796,65283.95,23.35,915,1897,899,22003.96,43279.99,561,452
862,2019-11-01,3421,50134.01,14.65,868,2592,829,28231.18,21902.83,512,454
863,2019-11-02,3993,66221.84,16.58,960,3127,866,24973.8,41248.04,525,558
864,2019-11-03,3041,83745.18,27.54,949,2282,759,45070.54,38674.64,518,506
865,2019-11-04,2882,58525.8,20.31,920,2111,771,29204.3,29321.51,534,487
866,2019-11-05,3038,46856.14,15.42,945,2286,752,13194.28,33661.86,527,514
867,2019-11-06,4880,63550.34,13.02,1067,4088,792,34675.78,28874.56,698,458
868,2019-11-07,5802,71318.79,12.29,1107,5203,599,50447.96,20870.83,739,449
869,2019-11-08,4583,40691.88,8.88,1089,4021,562,18654.52,22037.36,754,418
870,2019-11-09,5114,38105.67,7.45,1119,4229,885,17523.65,20582.02,711,513
871,2019-11-10,5024,63186.47,12.58,1215,4219,805,16976.97,46209.49,703,603
872,2019-11-11,3484,76744.82,22.03,1188,2742,742,18776.93,57967.9,807,474
873,2019-11-12,3777,48738.66,12.9,1158,3028,749,21968.05,26770.61,802,444
874,2019-11-13,3846,41665.3,10.83,1217,2819,1027,16322.57,25342.74,802,513
875,2019-11-14,2647,39971.66,15.1,1083,2036,611,16805.68,23165.98,673,493
876,2019-11-15,3016,26003.54,8.62,937,2476,540,11874.05,14129.49,597,412
877,2019-11-16,3150,21782.44,6.92,1017,2519,631,9293.47,12488.97,559,537
878,2019-11-17,2699,52844.69,19.58,964,2019,680,14182.21,38662.47,547,512
879,2019-11-18,3077,46648.28,15.16,984,2451,626,12774.99,33873.29,607,460
880,2019-11-19,2940,44314.69,15.07,1170,2339,601,13687.77,30626.92,645,618
881,2019-11-20,3017,46483.79,15.41,1077,2320,697,14486.37,31997.41,642,536
882,2019-11-21,2614,40633.35,15.54,927,1965,649,12486.12,28147.24,572,442
883,2019-11-22,12488,137688.06,11.03,1580,1492,10996,7745.11,129942.96,999,841
884,2019-11-23,17499,102529.27,5.86,1716,3991,13508,10426.55,92102.72,1000,1014
885,2019-11-24,20293,97730.79,4.82,1609,3678,16615,10876.35,86854.44,944,927
886,2019-11-25,10379,81013.31,7.81,1381,2859,7520,11619.59,69393.73,816,782
887,2019-11-26,12281,62897.91,5.12,1394,3584,8697,13299.39,49598.52,818,799
888,2019-11-27,12281,93759.15,7.63,1486,2916,9365,12792.06,80967.1,860,859
889,2019-11-28,10263,78329.14,7.63,1408,1830,8433,11150.45,67178.68,796,843
890,2019-11-29,18348,95530.37,5.21,1503,2618,15730,17144.47,78385.91,835,920
891,2019-11-30,13542,90835.42,6.71,1613,3209,10333,12278.18,78557.24,886,992
892,2019-12-01,16535,85931.51,5.2,1539,3038,13497,13765.82,72165.69,819,979
893,2019-12-02,14112,72170.05,5.11,1459,2713,11399,6119.58,66050.47,809,871
894,2019-12-03,8167,86919.79,10.64,1372,1520,6647,7529.05,79390.74,772,826
895,2019-12-04,7710,72050.01,9.35,1330,1850,5860,6918.16,65131.85,766,756
896,2019-12-05,10274,161530.15,15.72,1526,4535,5739,85814.08,75716.07,915,809
897,2019-12-06,8147,60999.24,7.49,1259,1543,6604,7175.66,53823.59,767,667
898,2019-12-07,9429,59119.17,6.27,1364,2377,7052,9801.49,49317.68,741,822
899,2019-12-08,11108,77777.14,7.0,1456,2969,8139,11433.13,66344.01,744,963
900,2019-12-09,9304,114360.56,12.29,1484,1993,7311,12645.59,101714.96,794,904
901,2019-12-10,7937,87342.37,11.0,1439,2539,5398,19932.01,67410.36,806,846
902,2019-12-11,8101,79342.53,9.79,1347,3131,4970,23946.34,55396.19,783,778
903,2019-12-12,8407,76658.98,9.12,1377,4446,3961,14330.56,62328.42,782,799
904,2019-12-13,5982,49074.7,8.2,1361,2391,3591,12017.71,37056.99,768,797
905,2019-12-14,6326,58787.08,9.29,1416,3231,3095,13582.57,45204.52,740,847
906,2019-12-15,6185,53441.81,8.64,1360,2606,3579,25850.95,27590.86,713,811
907,2019-12-16,4996,69024.99,13.82,1417,1840,3156,15232.55,53792.44,740,853
908,2019-12-17,4076,57987.69,14.23,1318,2336,1740,19047.73,38939.96,758,715
909,2019-12-18,6255,216613.71,34.63,1410,3977,2278,164512.46,52101.25,887,681
910,2019-12-19,6073,108030.76,17.79,1494,3874,2199,55818.16,52212.6,894,795
911,2019-12-20,5127,100745.64,19.65,1467,2480,2647,51004.45,49741.2,880,763
912,2019-12-21,6929,86395.14,12.47,1603,2213,4716,51908.85,34486.29,913,896
913,2019-12-22,8428,60782.2,7.21,1709,3232,5196,30281.95,30500.25,911,1009
914,2019-12-23,4608,75842.9,16.46,1573,2265,2343,49129.02,26713.88,895,844
915,2019-12-24,5053,70093.11,13.87,1490,2824,2229,41320.17,28772.94,837,844
916,2019-12-25,5314,62856.49,11.83,1399,3152,2162,31205.12,31651.37,802,750
917,2019-12-26,5654,111256.3,19.68,1472,3397,2257,54247.58,57008.73,868,795
918,2019-12-27,7385,80134.16,10.85,1519,3362,4023,40393.29,39740.87,877,853
919,2019-12-28,6812,63623.08,9.34,1415,2217,4595,7408.77,56214.31,738,868
920,2019-12-29,7662,81447.79,10.63,1575,2248,5414,17532.13,63915.66,815,963
921,2019-12-30,5357,57945.51,10.82,1394,1617,3740,8930.95,49014.56,746,861
922,2019-12-31,5671,54991.24,9.7,1335,1732,3939,6784.61,48206.62,657,869
923,2020-01-01,7557,61452.77,8.13,1347,3704,3853,11738.97,49713.8,697,856
924,2020-01-02,8853,68282.52,7.71,1654,2406,6447,9160.84,59121.68,810,1102
925,2020-01-03,8361,89010.08,10.65,1791,2623,5738,11383.57,77626.51,885,1151
926,2020-01-04,12142,139670.34,11.5,1858,2210,9932,11533.62,128136.73,828,1291
927,2020-01-05,9653,74680.21,7.74,1780,2489,7164,8229.98,66450.23,849,1156
928,2020-01-06,5982,109789.36,18.35,1450,1866,4116,8568.21,101221.15,777,869
929,2020-01-07,8177,104039.36,12.72,1561,1979,6198,17887.55,86151.81,877,919
930,2020-01-08,5883,83245.4,14.15,1447,1522,4361,13790.38,69455.02,771,894
931,2020-01-09,7178,55432.95,7.72,1468,2059,5119,6635.96,48796.99,753,926
932,2020-01-10,6086,64241.42,10.56,1438,1389,4697,13157.77,51083.65,780,868
933,2020-01-11,7348,77801.86,10.59,1596,2348,5000,9522.48,68279.38,794,1002
934,2020-01-12,8695,58884.62,6.77,1478,2061,6634,14263.69,44620.94,728,936
935,2020-01-13,7689,73317.59,9.54,1575,2055,5634,12702.99,60614.6,755,1027
936,2020-01-14,8956,81809.51,9.13,1487,4626,4330,8072.19,73737.32,792,892
937,2020-01-15,6906,62224.79,9.01,1495,2351,4555,16498.63,45726.16,803,892
938,2020-01-16,4683,61030.12,13.03,1317,2531,2152,14594.39,46435.73,722,777
939,2020-01-17,5073,72898.34,14.37,1423,2826,2247,13396.96,59501.39,820,827
940,2020-01-18,7697,81408.23,10.58,1503,4101,3596,11949.98,69458.24,797,905
941,2020-01-19,8553,56400.37,6.59,1538,4379,4174,13953.24,42447.13,822,964
942,2020-01-20,13048,67719.54,5.19,1534,8757,4291,19266.38,48453.16,840,937
943,2020-01-21,9271,96178.61,10.37,1536,5424,3847,17299.81,78878.8,908,889
944,2020-01-22,8182,91832.97,11.22,1607,5266,2916,26537.02,65295.95,906,981
945,2020-01-23,9526,172346.59,18.09,1752,5080,4446,119006.25,53340.34,958,1084
946,2020-01-24,16754,78961.82,4.71,1786,3752,13002,27777.85,51183.97,885,1151
947,2020-01-25,10853,56811.12,5.23,1564,3795,7058,20968.59,35842.53,797,1007
948,2020-01-26,12233,72636.57,5.94,1542,4039,8194,22038.32,50598.25,774,988
949,2020-01-27,9590,65631.16,6.84,1523,3315,6275,14677.57,50953.58,732,1004
950,2020-01-28,7837,86641.63,11.06,1580,3171,4666,19990.5,66651.13,836,970
951,2020-01-29,6062,77308.48,12.75,1553,2638,3424,20652.79,56655.68,782,997
952,2020-01-30,4979,51664.6,10.38,1362,2625,2354,16555.9,35108.7,725,814
953,2020-01-31,5759,81580.05,14.17,1387,2270,3489,37936.47,43643.58,756,816
954,2020-02-01,7555,70567.33,9.34,1477,3054,4501,24423.51,46143.81,795,869
955,2020-02-02,7074,77399.0,10.94,1259,4915,2159,22197.4,55201.59,734,708
956,2020-02-03,4482,91345.22,20.38,1474,2693,1789,24106.57,67238.65,674,976
957,2020-02-04,2786,85001.3,30.51,1121,1479,1307,12642.25,72359.05,600,637
958,2020-02-05,3218,133867.1,41.6,1313,1665,1553,24084.31,109782.79,602,837
959,2020-02-06,2795,114566.09,40.99,1080,1350,1445,17051.59,97514.5,614,610
960,2020-02-07,3217,225548.01,70.11,1133,1192,2025,16133.28,209414.73,627,628
961,2020-02-08,9251,88763.86,9.6,1385,2968,6283,16199.34,72564.52,704,841
962,2020-02-09,14367,192555.19,13.4,1388,2603,11764,23513.43,169041.76,631,905
963,2020-02-10,5724,147030.31,25.69,1346,1971,3753,23002.04,124028.28,686,778
964,2020-02-11,11475,477570.7,41.62,1922,8665,2810,198232.3,279338.4,1252,860
965,2020-02-12,5116,219456.12,42.9,1498,2555,2561,32883.6,186572.52,977,650
966,2020-02-13,5783,159618.56,27.6,1766,3149,2634,30377.29,129241.27,1156,742
967,2020-02-14,4536,115210.85,25.4,1560,2761,1775,22522.21,92688.63,988,695
968,2020-02-15,4939,112617.96,22.8,1426,3488,1451,25021.47,87596.49,912,656
969,2020-02-16,4170,140779.12,33.76,1418,2800,1370,22737.82,118041.3,873,689
970,2020-02-17,5573,177273.37,31.81,1579,2879,2694,23871.84,153401.54,939,785
971,2020-02-18,4762,198200.65,41.62,1775,3052,1710,28565.72,169634.93,1185,736
972,2020-02-19,4786,120477.99,25.17,1804,2986,1800,30734.93,89743.06,1182,780
973,2020-02-20,5510,113425.84,20.59,2079,3614,1896,32930.24,80495.6,1365,917
974,2020-02-21,6204,186592.16,30.08,1969,3846,2358,34740.58,151851.59,1166,1010
975,2020-02-22,6585,120104.75,18.24,1933,3900,2685,29887.87,90216.88,1094,1052
976,2020-02-23,6954,110973.31,15.96,1991,3664,3290,22816.42,88156.89,1072,1125
977,2020-02-24,6888,147116.78,21.36,1907,2759,4129,31341.15,115775.63,973,1136
978,2020-02-25,5421,119855.21,22.11,1764,3258,2163,23400.91,96454.3,925,1011
979,2020-02-26,5394,101766.41,18.87,1755,3107,2287,20225.76,81540.65,887,1039
980,2020-02-27,6527,99735.81,15.28,1794,3272,3255,27928.87,71806.95,925,1082
981,2020-02-28,7292,118585.62,16.26,2750,4948,2344,31247.91,87337.71,1965,1272
982,2020-02-29,9631,72785.57,7.56,2211,3487,6144,28546.21,44239.36,1284,1236
983,2020-03-01,8236,124750.75,15.15,1754,3164,5072,21305.58,103445.17,869,1091
984,2020-03-02,11834,146547.11,12.38,1672,2539,9295,23178.65,123368.46,912,941
985,2020-03-03,5190,128882.82,24.83,1715,3276,1914,33863.01,95019.81,931,942
986,2020-03-04,5060,89649.26,17.72,1666,2120,2940,30787.4,58861.86,801,1029
987,2020-03-05,4680,69542.56,14.86,1646,1888,2792,16294.44,53248.12,859,932
988,2020-03-06,5149,77387.19,15.03,1643,2165,2984,17780.23,59606.96,809,988
989,2020-03-07,7348,70311.93,9.57,1583,3446,3902,20718.6,49593.33,814,948
990,2020-03-08,4342,85961.75,19.8,1510,2152,2190,19752.24,66209.51,742,941
991,2020-03-09,3560,65365.15,18.36,1451,1818,1742,25463.32,39901.83,743,860
992,2020-03-10,6030,81186.45,13.46,1489,2297,3733,23641.81,57544.65,778,860
993,2020-03-11,8608,72219.46,8.39,1431,2062,6546,12912.6,59306.86,728,841
994,2020-03-12,3490,41254.52,11.82,744,721,2769,8237.1,33017.43,382,412
995,2020-03-13,2476,49139.23,19.85,1113,1336,1140,7460.28,41678.95,566,645
996,2020-03-14,5199,39556.65,7.61,1400,2504,2695,8892.01,30664.64,679,873
997,2020-03-15,5996,42489.91,7.09,1373,1859,4137,13759.68,28730.23,618,857
998,2020-03-16,6273,36683.76,5.85,965,1038,5235,7943.86,28739.89,497,552
999,2020-03-17,7449,56568.76,7.59,1262,1990,5459,9045.81,47522.96,642,738
1000,2020-03-18,9700,44782.34,4.62,1523,3413,6287,12357.28,32425.06,675,990
1001,2020-03-19,6481,94167.78,14.53,1295,2440,4041,11815.2,82352.58,629,779
1002,2020-03-20,5761,48494.81,8.42,1376,2512,3249,16349.16,32145.66,692,796
1003,2020-03-21,6339,57602.37,9.09,1450,3496,2843,19403.54,38198.83,719,880
1004,2020-03-22,5728,66606.93,11.63,1451,4118,1610,40612.94,25993.98,724,850
1005,2020-03-23,5150,57244.78,11.12,1451,3127,2023,19668.03,37576.75,717,862
1006,2020-03-24,4055,66425.23,16.38,1567,2467,1588,12936.29,53488.94,796,903
1007,2020-03-25,3537,46549.73,13.16,1343,1844,1693,10303.6,36246.13,711,766
1008,2020-03-26,5868,70069.12,11.94,1520,2547,3321,15228.01,54841.11,776,882
1009,2020-03-27,5215,51108.37,9.8,1524,2307,2908,16276.68,34831.69,806,874
1010,2020-03-28,8778,73980.14,8.43,1673,3441,5337,24607.02,49373.12,790,1065
1011,2020-03-29,5860,49881.81,8.51,1523,3291,2569,22413.13,27468.69,789,894
1012,2020-03-30,5270,68189.48,12.94,1538,2556,2714,20187.3,48002.18,819,882
1013,2020-03-31,17127,514223.47,30.02,2078,14480,2647,451763.88,62459.58,1391,870
1014,2020-04-01,6930,52250.4,7.54,1509,2505,4425,23181.55,29068.85,886,782
1015,2020-04-02,4050,52941.36,13.07,1477,2339,1711,25631.63,27309.73,782,841
1016,2020-04-03,7388,59566.62,8.06,1559,2727,4661,26186.21,33380.4,856,871
1017,2020-04-04,10931,77011.24,7.05,1497,2402,8529,17394.93,59616.32,810,847
1018,2020-04-05,6037,54859.99,9.09,1476,2407,3630,12972.66,41887.34,793,843
1019,2020-04-06,7097,45053.67,6.35,1396,1774,5323,8891.79,36161.87,745,772
1020,2020-04-07,4305,76325.39,17.73,1364,1528,2777,8798.77,67526.63,761,734
1021,2020-04-08,3807,69100.58,18.15,1386,1706,2101,9216.65,59883.92,681,861
1022,2020-04-09,4286,53327.76,12.44,1454,2388,1898,20353.43,32974.33,761,858
1023,2020-04-10,4639,151840.4,32.73,1586,2870,1769,27787.82,124052.58,916,828
1024,2020-04-11,7806,51269.08,6.57,1683,3535,4271,15314.52,35954.57,849,1018
1025,2020-04-12,7194,46967.51,6.53,1665,3888,3306,16062.35,30905.16,874,980
1026,2020-04-13,5585,59528.56,10.66,1523,2971,2614,13761.79,45766.77,836,837
1027,2020-04-14,9045,48653.69,5.38,1504,2938,6107,12312.48,36341.21,833,842
1028,2020-04-15,5326,53862.3,10.11,1530,2749,2577,13140.42,40721.87,827,870
1029,2020-04-16,3579,88590.01,24.75,1525,1910,1669,21649.4,66940.61,807,873
1030,2020-04-17,4357,63340.93,14.54,1674,2450,1907,19476.4,43864.53,951,883
1031,2020-04-18,5092,124366.4,24.42,1515,2959,2133,38733.91,85632.49,865,828
1032,2020-04-19,5385,59213.66,11.0,1606,2447,2938,17338.68,41874.97,810,950
1033,2020-04-20,3386,57282.7,16.92,1313,2211,1175,25346.49,31936.21,768,667
1034,2020-04-21,4264,119420.79,28.01,1353,2845,1419,39464.23,79956.56,796,715
1035,2020-04-22,3895,97547.45,25.04,1461,2058,1837,42782.61,54764.84,808,804
1036,2020-04-23,4042,128382.24,31.76,1394,2401,1641,59201.32,69180.92,823,733
1037,2020-04-24,3502,75645.3,21.6,1463,1895,1607,39829.99,35815.31,840,762
1038,2020-04-25,4879,110256.14,22.6,1544,2365,2514,52220.34,58035.79,813,907
1039,2020-04-26,4630,103415.07,22.34,1389,2586,2044,18262.28,85152.79,761,772
1040,2020-04-27,4686,81654.22,17.43,1308,2370,2316,20733.21,60921.02,713,731
1041,2020-04-28,4329,56018.69,12.94,1437,2134,2195,18250.02,37768.67,791,809
1042,2020-04-29,2867,68172.5,23.78,1126,1663,1204,19167.18,49005.32,669,572
1043,2020-04-30,2359,98921.13,41.93,1066,1340,1019,22839.28,76081.85,647,524
1044,2020-05-01,4145,107203.09,25.86,1435,2080,2065,29650.8,77552.29,822,779
1045,2020-05-02,3936,143135.95,36.37,1489,2073,1863,79005.92,64130.03,818,813
1046,2020-05-03,5072,77299.97,15.24,1419,1865,3207,28279.77,49020.2,795,787
1047,2020-05-04,3227,60888.57,18.87,1230,1985,1242,26826.82,34061.75,681,678
1048,2020-05-05,2892,81741.53,28.26,1375,1919,973,50275.34,31466.19,757,765
1049,2020-05-06,2339,60295.68,25.78,1196,1547,792,26586.88,33708.8,707,599
1050,2020-05-07,1986,67712.0,34.09,1106,1334,652,39911.94,27800.07,616,571
1051,2020-05-08,2601,87002.44,33.45,1201,1872,729,61994.88,25007.56,683,628
1052,2020-05-09,3307,72491.59,21.92,1224,2294,1013,31648.65,40842.94,674,681
1053,2020-05-10,2550,51573.65,20.22,1120,1718,832,27996.82,23576.83,653,554
1054,2020-05-11,2608,46221.67,17.72,1093,1893,715,22702.53,23519.14,626,530
1055,2020-05-12,2454,39316.3,16.02,1057,1693,761,19632.17,19684.13,616,531
1056,2020-05-13,2351,62989.38,26.79,1050,1715,636,33716.38,29273.0,615,509
1057,2020-05-14,2060,86349.22,41.92,1000,1423,637,46158.72,40190.5,554,511
1058,2020-05-15,2697,70034.72,25.97,1221,1716,981,35391.98,34642.73,723,587
1059,2020-05-16,3432,92795.66,27.04,1371,2541,891,57981.68,34813.99,801,697
1060,2020-05-17,3546,66244.84,18.68,1350,2542,1004,33905.24,32339.6,779,686
1061,2020-05-18,2424,82745.17,34.14,1213,1744,680,33042.05,49703.12,710,616
1062,2020-05-19,2303,61117.27,26.54,1144,1566,737,36222.27,24895.0,704,567
1063,2020-05-20,2531,110902.36,43.82,1239,1652,879,57467.7,53434.65,707,645
1064,2020-05-21,2325,112275.17,48.29,1057,1594,731,54898.44,57376.72,625,517
1065,2020-05-22,2544,124039.14,48.76,1251,1656,888,83259.45,40779.69,734,637
1066,2020-05-23,4820,96810.47,20.09,1743,3108,1712,42783.25,54027.21,842,1045
1067,2020-05-24,4336,264633.84,61.03,1469,3270,1066,143948.87,120684.97,748,840
1068,2020-05-25,3391,106899.02,31.52,1298,2775,616,81569.02,25330.0,848,548
1069,2020-05-26,2984,106825.47,35.8,1186,2239,745,59132.36,47693.11,734,566
1070,2020-05-27,2827,101876.76,36.04,1056,2179,648,55514.99,46361.77,626,531
1071,2020-05-28,2671,87074.76,32.6,1049,1938,733,36963.99,50110.77,623,501
1072,2020-05-29,2675,86550.69,32.36,1264,1955,720,54248.97,32301.72,716,658
1073,2020-05-30,2323,69780.9,30.04,1086,1707,616,45175.02,24605.88,636,534
1074,2020-05-31,1864,83632.65,44.87,1157,1055,809,46280.93,37351.72,640,604
1075,2020-06-01,1749,100866.51,57.67,998,1150,599,33311.23,67555.28,556,507
1076,2020-06-02,1418,84138.44,59.34,958,868,550,31293.43,52845.01,518,520
1077,2020-06-03,1579,97012.64,61.44,1013,991,588,54998.86,42013.78,601,483
1078,2020-06-04,3303,146148.29,44.25,1131,2450,853,82418.24,63730.04,676,517
1079,2020-06-05,2267,94778.42,41.81,1174,1466,801,67749.93,27028.49,724,550
1080,2020-06-06,2986,94497.66,31.65,1142,2138,848,53032.3,41465.37,623,613
1081,2020-06-07,2210,70843.01,32.06,965,1543,667,44097.54,26745.47,567,483
1082,2020-06-08,1962,58281.41,29.71,974,1405,557,27756.14,30525.27,603,457
