,Date,Number of sales,Sales USD,Average USD,Active market wallets,Primary Sales,Secondary sales,Primary sales USD,Secondary sales USD,Unique buyers,Unique sellers
441,2018-09-06,7389,52242.61,7.07,1120,5948,1441,23040.03,29202.58,825,464
442,2018-09-07,8078,76353.62,9.45,1120,6442,1636,33947.52,42406.1,810,515
443,2018-09-08,6189,98538.9,15.92,1038,4758,1431,24061.85,74477.05,700,530
444,2018-09-09,9233,88396.84,9.57,1051,7448,1785,33728.28,54668.56,658,602
445,2018-09-10,8159,150423.95,18.44,1025,6783,1376,22503.2,127920.75,705,512
446,2018-09-11,10949,80551.55,7.36,1052,9219,1730,25486.67,55064.88,710,549
447,2018-09-12,9916,159895.45,16.12,1166,8201,1715,38296.56,121598.89,762,623
448,2018-09-13,4506,163448.12,36.27,1106,3160,1346,19557.37,143890.76,723,578
449,2018-09-14,4829,147185.34,30.48,1041,3424,1405,19362.61,127822.73,718,519
450,2018-09-15,3824,103339.34,27.02,932,2744,1080,13030.38,90308.96,583,511
451,2018-09-16,3321,177235.77,53.37,945,2447,874,14929.69,162306.08,614,498
452,2018-09-17,3927,68419.05,17.42,941,3051,876,17943.74,50475.31,623,490
453,2018-09-18,4325,88853.86,20.54,1033,3173,1152,13346.44,75507.42,663,558
454,2018-09-19,5439,116717.33,21.46,946,4450,989,16377.89,100339.44,613,504
455,2018-09-20,4504,98997.62,21.98,895,3694,810,18430.44,80567.17,581,476
456,2018-09-21,5392,158339.63,29.37,1015,4603,789,94296.31,64043.32,689,471
457,2018-09-22,7145,67506.86,9.45,841,6264,881,43448.94,24057.93,520,461
458,2018-09-23,5567,204216.02,36.68,852,4614,953,21437.23,182778.79,535,476
459,2018-09-24,4892,85717.55,17.52,902,3933,959,22515.97,63201.57,567,494
460,2018-09-25,4815,65266.91,13.55,1101,3749,1066,25959.02,39307.89,757,505
461,2018-09-26,5906,81388.03,13.78,1170,4841,1065,33261.9,48126.12,706,605
462,2018-09-27,6263,103038.92,16.45,1335,5045,1218,50985.72,52053.2,758,740
463,2018-09-28,3690,49690.99,13.47,1107,2826,864,18062.54,31628.45,677,561
464,2018-09-29,4303,84307.85,19.59,788,3394,909,17074.32,67233.53,488,438
465,2018-09-30,5025,52009.87,10.35,802,4192,833,25006.69,27003.18,505,423
466,2018-10-01,4445,71878.18,16.17,763,3828,617,21485.61,50392.57,530,358
467,2018-10-02,3160,87642.28,27.73,894,2522,638,20908.58,66733.71,525,508
468,2018-10-03,3821,156463.39,40.95,840,3024,797,17156.12,139307.27,546,454
469,2018-10-04,4363,119455.26,27.38,831,3625,738,23724.77,95730.49,537,437
470,2018-10-05,7436,113078.2,15.21,928,6315,1121,30417.46,82660.74,565,542
471,2018-10-06,4533,74742.66,16.49,869,3724,809,15710.75,59031.91,605,444
472,2018-10-07,4536,83282.08,18.36,870,3560,976,18533.78,64748.3,581,484
473,2018-10-08,4288,60333.87,14.07,878,3353,935,13712.23,46621.64,558,477
474,2018-10-09,3753,74454.79,19.84,877,2864,889,15826.72,58628.07,587,444
475,2018-10-10,4361,90775.25,20.82,942,3362,999,21499.96,69275.29,647,449
476,2018-10-11,6344,140690.87,22.18,994,5417,927,30951.06,109739.81,667,488
477,2018-10-12,4728,169903.74,35.94,964,3858,870,28462.89,141440.85,665,475
478,2018-10-13,4013,128891.26,32.12,920,3126,887,17622.48,111268.78,606,462
479,2018-10-14,3335,69855.91,20.95,818,2621,714,16801.26,53054.65,569,387
480,2018-10-15,3155,94382.53,29.92,830,2425,730,13000.62,81381.91,573,389
481,2018-10-16,3394,52178.91,15.37,899,2514,880,15093.07,37085.84,591,478
482,2018-10-17,5564,85743.04,15.41,887,4544,1020,18641.53,67101.51,543,492
483,2018-10-18,3505,99050.99,28.26,804,2616,889,23330.55,75720.45,519,421
484,2018-10-19,8104,79426.19,9.8,1004,6652,1452,23745.99,55680.2,565,606
485,2018-10-20,4712,51251.16,10.88,831,3733,979,12302.35,38948.81,523,453
486,2018-10-21,5542,47764.39,8.62,792,4728,814,18944.71,28819.68,541,398
487,2018-10-22,4242,187545.34,44.21,751,3604,638,14842.71,172702.63,510,362
488,2018-10-23,5234,96185.95,18.38,915,4350,884,15930.62,80255.33,598,474
489,2018-10-24,4301,92913.86,21.6,862,3216,1085,16918.46,75995.4,535,477
490,2018-10-25,3569,60017.7,16.82,858,2765,804,25520.28,34497.42,558,431
491,2018-10-26,4597,53730.24,11.69,820,3825,772,20907.51,32822.73,543,403
492,2018-10-27,5453,58236.51,10.68,858,4524,929,20532.31,37704.2,574,436
493,2018-10-28,4303,61469.71,14.29,821,3413,890,16482.02,44987.69,559,406
494,2018-10-29,4311,63045.25,14.62,850,3502,809,14604.05,48441.19,578,413
495,2018-10-30,3829,127889.16,33.4,865,3037,792,13838.79,114050.37,597,411
496,2018-10-31,3768,40590.23,10.77,868,2882,886,15947.32,24642.91,580,439
497,2018-11-01,3962,106395.92,26.85,953,2938,1024,36906.3,69489.62,651,460
498,2018-11-02,3852,121310.3,31.49,927,2879,973,51911.66,69398.64,628,447
499,2018-11-03,4633,47794.88,10.32,796,3761,872,16459.46,31335.42,544,388
500,2018-11-04,4581,57182.77,12.48,902,3614,967,19935.72,37247.05,575,484
501,2018-11-05,4405,273707.89,62.14,898,3442,963,19507.26,254200.63,567,492
502,2018-11-06,3718,99107.76,26.66,875,2829,889,22114.93,76992.83,603,431
503,2018-11-07,5327,124472.85,23.37,861,4616,711,35568.28,88904.57,601,392
504,2018-11-08,3751,118821.89,31.68,928,2808,943,24811.41,94010.48,621,459
505,2018-11-09,3554,78318.64,22.04,951,2641,913,17922.38,60396.26,598,512
506,2018-11-10,4138,66247.67,16.01,867,3332,806,23845.27,42402.4,558,455
507,2018-11-11,4108,230139.91,56.02,835,3390,718,41607.91,188532.0,577,398
508,2018-11-12,4029,99612.8,24.72,916,3222,807,33166.64,66446.16,615,440
509,2018-11-13,5329,149280.8,28.01,1018,4284,1045,30734.38,118546.42,694,485
510,2018-11-14,5403,146510.51,27.12,964,4313,1090,25823.72,120686.8,640,491
511,2018-11-15,10364,125829.36,12.14,999,8835,1529,38312.9,87516.46,643,533
512,2018-11-16,6512,93491.08,14.36,947,5383,1129,26892.49,66598.59,605,524
513,2018-11-17,4950,39472.7,7.97,909,4051,899,12597.4,26875.31,564,513
514,2018-11-18,4660,57703.83,12.38,866,3606,1054,15002.04,42701.79,540,488
515,2018-11-19,4033,103501.09,25.66,827,3282,751,15454.06,88047.03,539,430
516,2018-11-20,4107,68481.27,16.67,860,3314,793,21626.02,46855.25,543,471
517,2018-11-21,6276,40935.56,6.52,931,5289,987,16636.22,24299.34,595,502
518,2018-11-22,6789,54194.06,7.98,952,5639,1150,15718.95,38475.11,624,503
519,2018-11-23,4610,68591.35,14.88,865,3730,880,15729.25,52862.1,552,462
520,2018-11-24,4610,50420.63,10.94,885,3747,863,12468.14,37952.49,567,470
521,2018-11-25,5216,29785.04,5.71,792,4412,804,21265.77,8519.27,514,407
522,2018-11-26,5845,47367.54,8.1,977,4722,1123,15449.33,31918.21,587,554
523,2018-11-27,6274,50526.02,8.05,926,5210,1064,16762.91,33763.11,568,519
524,2018-11-28,5221,48757.3,9.34,917,4191,1030,31562.15,17195.15,599,468
525,2018-11-29,4535,98429.14,21.7,892,3637,898,16885.53,81543.6,605,427
526,2018-11-30,6056,102199.51,16.88,1049,5117,939,77408.78,24790.73,751,454
527,2018-12-01,10858,61168.68,5.63,981,9408,1450,28249.18,32919.5,633,518
528,2018-12-02,7615,55175.75,7.25,900,6636,979,13349.03,41826.72,578,484
529,2018-12-03,7155,36064.73,5.04,881,6125,1030,17963.49,18101.23,576,457
530,2018-12-04,6472,44428.36,6.86,889,5388,1084,19718.91,24709.45,570,478
531,2018-12-05,13658,57039.32,4.18,2675,4588,9070,13672.22,43367.1,619,2290
532,2018-12-06,5589,33739.93,6.04,940,4435,1154,9513.2,24226.73,605,500
533,2018-12-07,6474,31640.2,4.89,1028,4266,2208,12694.12,18946.08,631,573
534,2018-12-08,4504,67484.3,14.98,1132,2730,1774,8101.29,59383.01,605,715
535,2018-12-09,4469,42409.63,9.49,934,3280,1189,7322.98,35086.65,559,541
536,2018-12-10,3162,31064.43,9.82,888,2043,1119,10556.87,20507.56,516,514
537,2018-12-11,3567,167574.41,46.98,841,2578,989,6212.64,161361.77,529,447
538,2018-12-12,3972,876459.36,220.66,837,2939,1033,834834.38,41624.98,540,462
539,2018-12-13,5579,45626.59,8.18,904,4491,1088,17925.68,27700.9,550,495
540,2018-12-14,4876,184011.84,37.74,922,3774,1102,155754.96,28256.88,566,513
541,2018-12-15,6318,113797.73,18.01,949,5057,1261,86475.65,27322.08,575,535
542,2018-12-16,6175,193270.45,31.3,995,5104,1071,173563.49,19706.97,629,531
543,2018-12-17,4799,54782.43,11.42,854,3978,821,29251.33,25531.1,577,418
544,2018-12-18,3751,58641.35,15.63,906,2889,862,25851.18,32790.16,586,465
545,2018-12-19,4143,393464.28,94.97,943,3231,912,350571.07,42893.21,631,472
546,2018-12-20,4957,1015812.17,204.92,949,3912,1045,953883.91,61928.26,636,476
547,2018-12-21,7030,2890804.64,411.21,1033,6192,838,2709684.28,181120.36,700,496
548,2018-12-22,3820,470537.97,123.18,972,2923,897,360739.62,109798.35,634,496
549,2018-12-23,7272,1366294.54,187.88,1211,6285,987,1267819.99,98474.55,894,493
550,2018-12-24,4057,70160.86,17.29,869,3113,944,11990.77,58170.09,573,444
551,2018-12-25,3172,66474.32,20.96,779,2402,770,6225.84,60248.48,525,378
552,2018-12-26,2962,26343.21,8.89,806,2174,788,5813.08,20530.13,503,432
553,2018-12-27,2894,28051.26,9.69,820,2211,683,5175.02,22876.24,555,416
554,2018-12-28,3283,59696.34,18.18,934,2384,899,5073.88,54622.46,580,498
555,2018-12-29,3124,25090.38,8.03,824,2225,899,6111.44,18978.94,501,467
556,2018-12-30,3093,54702.19,17.69,763,2425,668,5576.05,49126.14,511,378
557,2018-12-31,3406,62953.3,18.48,801,2669,737,8378.17,54575.13,509,408
558,2019-01-01,2479,20279.12,8.18,782,1782,697,4443.77,15835.35,449,443
559,2019-01-02,2685,29083.95,10.83,798,1950,735,6128.34,22955.6,533,390
560,2019-01-03,2733,44988.54,16.46,904,1974,759,8869.8,36118.74,596,441
561,2019-01-04,2777,51448.67,18.53,936,2055,722,10799.74,40648.93,596,467
562,2019-01-05,2835,30932.72,10.91,812,2132,703,5171.89,25760.84,536,402
563,2019-01-06,2758,732945.28,265.75,838,1996,762,699474.02,33471.26,521,454
564,2019-01-07,3186,37051.48,11.63,769,2222,964,8977.61,28073.88,504,370
565,2019-01-08,2374,55060.83,23.19,838,1646,728,6203.59,48857.23,529,428
566,2019-01-09,2413,41987.36,17.4,832,1699,714,5227.67,36759.69,520,434
567,2019-01-10,3489,45058.96,12.91,899,2019,1470,8885.95,36173.01,557,476
568,2019-01-11,8554,60039.07,7.02,1238,6741,1813,13242.44,46796.63,833,599
569,2019-01-12,5919,71274.41,12.04,1003,4724,1195,10174.39,61100.01,685,488
570,2019-01-13,5515,90772.46,16.46,1009,4153,1362,9036.42,81736.04,684,493
571,2019-01-14,4628,90637.42,19.58,938,3469,1159,10737.19,79900.23,624,452
572,2019-01-15,4247,33666.89,7.93,960,3230,1017,7045.8,26621.1,645,466
573,2019-01-16,4449,58761.97,13.21,948,3496,953,8205.85,50556.13,648,447
574,2019-01-17,3772,45453.9,12.05,977,2671,1101,6319.62,39134.28,655,487
575,2019-01-18,4607,57737.91,12.53,917,3579,1028,8098.8,49639.1,617,444
576,2019-01-19,4245,39947.04,9.41,973,3021,1224,8170.1,31776.93,614,512
577,2019-01-20,4723,65077.8,13.78,966,3113,1610,8004.42,57073.38,605,529
578,2019-01-21,4339,34080.68,7.85,968,3159,1180,12933.0,21147.69,645,472
579,2019-01-22,2480,25003.58,10.08,857,1621,859,8328.98,16674.6,543,442
580,2019-01-23,3065,27746.02,9.05,993,2007,1058,6799.49,20946.53,600,523
581,2019-01-24,3874,27884.39,7.2,956,2934,940,11484.34,16400.04,604,495
582,2019-01-25,3313,45011.18,13.59,1035,2239,1074,8519.77,36491.41,628,552
583,2019-01-26,7303,36924.34,5.06,1177,5706,1597,18767.66,18156.67,751,606
584,2019-01-27,6948,60522.78,8.71,1072,5677,1271,19460.6,41062.18,699,566
585,2019-01-28,4899,62257.91,12.71,1259,3767,1132,17868.39,44389.52,795,647
586,2019-01-29,3295,25475.71,7.73,1070,2234,1061,7209.53,18266.17,659,593
587,2019-01-30,3380,889615.51,263.2,1009,2263,1117,865457.06,24158.45,617,541
588,2019-01-31,3028,28699.23,9.48,872,2190,838,8558.2,20141.03,554,454
589,2019-02-01,3828,31033.67,8.11,1083,2649,1179,9279.25,21754.42,660,602
590,2019-02-02,4164,37312.45,8.96,973,3161,1003,7131.83,30180.62,584,523
591,2019-02-03,4775,40914.42,8.57,1067,3642,1133,11905.84,29008.58,650,571
592,2019-02-04,3266,30507.72,9.34,1046,2245,1021,4082.56,26425.16,620,597
593,2019-02-05,3083,56099.0,18.2,1034,2103,980,4988.68,51110.32,629,575
594,2019-02-06,2554,53859.86,21.09,1019,1707,847,10152.45,43707.41,605,564
595,2019-02-07,2809,34736.6,12.37,1050,2023,786,9536.89,25199.71,615,587
596,2019-02-08,3214,28042.16,8.73,973,2473,741,6524.13,21518.03,574,510
597,2019-02-09,5870,26301.59,4.48,1134,4557,1313,12663.19,13638.4,632,672
598,2019-02-10,5787,53926.09,9.32,1044,4524,1263,10395.31,43530.79,618,586
599,2019-02-11,4639,45432.58,9.79,898,3271,1368,9377.41,36055.17,601,455
600,2019-02-12,3899,28194.1,7.23,964,2670,1229,6140.75,22053.35,614,504
601,2019-02-13,3822,26707.65,6.99,985,2535,1287,8258.78,18448.87,612,535
602,2019-02-14,4660,31647.07,6.79,1026,3464,1196,7315.06,24332.01,671,533
603,2019-02-15,3757,34595.1,9.21,1072,2651,1106,8355.62,26239.49,654,576
604,2019-02-16,6600,29375.97,4.45,1255,5211,1389,7637.07,21738.9,854,578
605,2019-02-17,5166,59032.58,11.43,1161,3759,1407,18092.72,40939.86,735,606
606,2019-02-18,4616,39156.41,8.48,1093,3410,1206,12239.9,26916.51,688,578
607,2019-02-19,2711,60243.33,22.22,932,1691,1020,6833.51,53409.82,591,490
608,2019-02-20,2971,55223.45,18.59,948,1829,1142,21090.3,34133.15,562,530
609,2019-02-21,3585,57976.81,16.17,986,2215,1370,19272.9,38703.92,592,546
610,2019-02-22,4356,41806.95,9.6,886,3058,1298,7330.65,34476.3,565,467
611,2019-02-23,4979,35776.84,7.19,1002,3573,1406,10032.01,25744.83,585,577
612,2019-02-24,3976,35536.17,8.94,857,3092,884,11654.6,23881.57,530,447
613,2019-02-25,4177,39168.68,9.38,733,3287,890,6646.64,32522.03,469,358
614,2019-02-26,4623,57949.69,12.54,881,3686,937,9684.26,48265.42,590,435
615,2019-02-27,2879,56978.88,19.79,940,1959,920,10520.45,46458.43,611,454
616,2019-02-28,2428,38119.67,15.7,834,1508,920,6406.98,31712.69,536,411
617,2019-03-01,3763,62449.76,16.6,1093,2587,1176,15240.96,47208.81,675,594
618,2019-03-02,5567,95212.81,17.1,1234,4075,1492,32069.29,63143.51,746,698
619,2019-03-03,6981,59110.12,8.47,1140,5598,1383,16777.72,42332.4,650,674
620,2019-03-04,5352,89740.98,16.77,1102,4227,1125,29016.16,60724.82,679,601
621,2019-03-05,4875,95166.59,19.52,1154,3680,1195,16103.86,79062.73,710,638
622,2019-03-06,5139,71476.67,13.91,1142,3854,1285,21121.32,50355.35,684,668
623,2019-03-07,5734,59875.97,10.44,1139,4619,1115,28005.87,31870.1,693,637
624,2019-03-08,6660,76773.9,11.53,1225,5189,1471,23488.03,53285.87,742,682
625,2019-03-09,6270,70490.91,11.24,1148,4906,1364,15698.7,54792.21,702,652
626,2019-03-10,5063,83474.97,16.49,1124,3760,1303,18391.63,65083.34,657,658
627,2019-03-11,4084,53206.43,13.03,1083,2680,1404,12620.21,40586.23,642,617
628,2019-03-12,4504,110181.75,24.46,1165,2952,1552,12800.71,97381.04,704,657
629,2019-03-13,3999,62299.05,15.58,1076,2717,1282,13203.83,49095.22,645,623
630,2019-03-14,3921,76826.11,19.59,1056,2752,1169,11125.55,65700.55,646,565
631,2019-03-15,4648,70605.83,15.19,1110,3093,1555,12291.71,58314.11,646,626
632,2019-03-16,7478,62872.18,8.41,1143,5850,1628,17874.95,44997.23,688,660
633,2019-03-17,6664,83947.23,12.6,1119,5258,1406,12139.65,71807.57,686,626
634,2019-03-18,5295,72920.06,13.77,1164,4093,1202,34259.65,38660.41,781,553
635,2019-03-19,5089,67374.0,13.24,1172,3788,1301,22387.38,44986.62,764,578
636,2019-03-20,4946,66584.69,13.46,1171,3582,1364,15984.76,50599.93,745,608
637,2019-03-21,4526,54311.41,12.0,1182,2899,1627,18961.69,35349.72,723,636
638,2019-03-22,4996,55268.19,11.06,1312,3373,1623,28152.76,27115.43,831,705
639,2019-03-23,6145,79449.31,12.93,1235,4838,1307,37355.94,42093.37,758,688
640,2019-03-24,6337,91813.72,14.49,1214,4997,1340,21339.45,70474.27,737,681
641,2019-03-25,5312,64579.69,12.16,1309,3852,1460,17482.26,47097.43,775,749
642,2019-03-26,4873,81364.35,16.7,1289,3290,1583,24694.76,56669.59,738,759
643,2019-03-27,4506,51671.46,11.47,1244,3106,1400,11851.24,39820.22,750,691
644,2019-03-28,4160,115433.52,27.75,1314,2688,1472,18017.93,97415.6,799,705
645,2019-03-29,26715,113070.61,4.23,1494,25283,1432,61828.16,51242.46,1070,636
646,2019-03-30,9623,72030.16,7.49,1420,7763,1860,21966.12,50064.04,951,695
647,2019-03-31,10874,78362.36,7.21,1320,8920,1954,24408.97,53953.39,850,699
648,2019-04-01,8093,98319.36,12.15,1309,6689,1404,28424.4,69894.97,853,641
649,2019-04-02,5483,118710.92,21.65,1273,4070,1413,33017.67,85693.25,825,646
650,2019-04-03,4319,70302.0,16.28,951,3254,1065,11494.24,58807.75,629,474
651,2019-04-04,3869,91897.06,23.75,1109,2702,1167,27622.49,64274.57,721,559
652,2019-04-05,3741,75902.31,20.29,1157,2698,1043,18355.67,57546.64,744,583
653,2019-04-06,4371,56581.59,12.94,1049,3231,1140,10883.6,45697.99,672,547
654,2019-04-07,4218,66657.25,15.8,1114,3192,1026,29800.14,36857.11,729,538
655,2019-04-08,2967,61423.18,20.7,1070,2030,937,10602.51,50820.66,662,545
656,2019-04-09,3455,62896.54,18.2,1090,2544,911,10605.86,52290.69,696,539
657,2019-04-10,3575,54318.73,15.19,1028,2724,851,13700.95,40617.78,659,514
658,2019-04-11,3114,62233.89,19.99,1045,2344,770,16234.63,45999.27,668,508
659,2019-04-12,3751,75108.85,20.02,1156,2877,874,32742.71,42366.14,737,563
660,2019-04-13,6591,62810.0,9.53,1125,5365,1226,16939.86,45870.15,692,593
661,2019-04-14,7284,44331.5,6.09,1044,6145,1139,14443.2,29888.29,678,515
662,2019-04-15,3789,98547.33,26.01,962,2924,865,29713.08,68834.25,609,496
663,2019-04-16,3971,60263.9,15.18,1039,3001,970,24054.58,36209.31,649,543
664,2019-04-17,4388,41414.5,9.44,1125,3274,1114,15543.81,25870.69,715,583
665,2019-04-18,4483,47166.02,10.52,1099,3379,1104,10565.85,36600.17,680,578
666,2019-04-19,5071,53070.84,10.47,1086,4092,979,12885.35,40185.49,711,546
667,2019-04-20,4676,45924.89,9.82,1056,3552,1124,13635.62,32289.27,653,558
668,2019-04-21,4597,60305.31,13.12,1070,3662,935,12391.58,47913.74,650,570
669,2019-04-22,3990,42454.72,10.64,980,3128,862,15119.48,27335.24,613,524
670,2019-04-23,3836,49690.84,12.95,1000,2869,967,14199.73,35491.11,632,506
671,2019-04-24,3852,101817.5,26.43,1097,2745,1107,39903.67,61913.83,690,554
672,2019-04-25,3958,44348.31,11.2,1069,2980,978,9827.84,34520.47,674,546
673,2019-04-26,3675,50329.72,13.7,982,2833,842,9347.5,40982.21,631,454
674,2019-04-27,4644,71302.24,15.35,1033,3411,1233,10898.92,60403.33,634,568
675,2019-04-28,4641,46939.81,10.11,1091,3453,1188,9522.98,37416.84,645,608
676,2019-04-29,3854,40105.68,10.41,978,2836,1018,9261.5,30844.18,590,540
677,2019-04-30,4081,205756.42,50.42,1094,3016,1065,187011.91,18744.51,662,558
678,2019-05-01,5263,44436.41,8.44,1200,3989,1274,17671.09,26765.32,722,618
679,2019-05-02,4878,69419.33,14.23,1096,3712,1166,9346.26,60073.06,661,588
680,2019-05-03,4213,50007.63,11.87,1054,3259,954,11881.24,38126.39,642,564
681,2019-05-04,4950,43939.96,8.88,1131,3715,1235,13937.07,30002.89,698,601
682,2019-05-05,4451,55717.35,12.52,1163,3415,1036,14898.89,40818.47,658,652
683,2019-05-06,3691,38196.03,10.35,1066,2603,1088,8753.03,29443.0,634,577
684,2019-05-07,2316,37821.21,16.33,965,1391,925,6951.21,30870.01,623,475
685,2019-05-08,4131,53238.58,12.89,1160,3249,882,20089.19,33149.38,776,562
686,2019-05-09,4141,41609.06,10.05,1183,3026,1115,12669.7,28939.36,821,570
687,2019-05-10,5416,87320.0,16.12,1223,4156,1260,38265.91,49054.09,855,585
688,2019-05-11,7329,49348.58,6.73,1196,6124,1205,12997.4,36351.17,785,625
689,2019-05-12,5501,63565.98,11.56,1084,4452,1049,14078.76,49487.22,716,567
690,2019-05-13,4691,71247.13,15.19,1099,3697,994,21447.29,49799.84,751,579
691,2019-05-14,3917,39710.23,10.14,1185,2868,1049,8858.84,30851.4,763,603
692,2019-05-15,2465,70580.94,28.63,999,1610,855,9519.87,61061.07,676,464
693,2019-05-16,2266,48288.78,21.31,845,1208,1058,7010.38,41278.4,600,407
694,2019-05-17,3524,123824.0,35.14,1023,2640,884,42300.32,81523.69,743,416
695,2019-05-18,3703,117510.31,31.73,1238,2663,1040,70504.53,47005.78,872,523
696,2019-05-19,3780,86911.13,22.99,1297,2699,1081,46533.38,40377.75,928,605
697,2019-05-20,3418,100847.59,29.5,1205,2500,918,43232.13,57615.46,826,525
698,2019-05-21,3234,96397.03,29.81,1243,2204,1030,34742.03,61654.99,884,556
699,2019-05-22,3282,75977.41,23.15,1156,1959,1323,26108.02,49869.39,814,542
700,2019-05-23,3010,80323.74,26.69,1183,1849,1161,33049.38,47274.36,826,556
701,2019-05-24,4356,168425.63,38.67,1272,2987,1369,35646.55,132779.08,834,639
702,2019-05-25,5078,91808.05,18.08,1227,3748,1330,42539.86,49268.19,822,622
703,2019-05-26,4813,72842.84,15.13,1334,3541,1272,17154.24,55688.6,707,835
704,2019-05-27,4551,186686.21,41.02,1488,3036,1515,136747.9,49938.31,731,985
705,2019-05-28,5268,99985.67,18.98,1109,3990,1278,22092.69,77892.98,725,582
706,2019-05-29,4784,70734.23,14.79,1098,3499,1285,14121.2,56613.03,720,584
707,2019-05-30,5834,65908.32,11.3,1235,4199,1635,17579.01,48329.3,732,702
708,2019-05-31,4679,86325.56,18.45,1148,3373,1306,21750.28,64575.28,682,621
709,2019-06-01,2907,48083.2,16.54,1032,1974,933,9098.1,38985.1,580,598
710,2019-06-02,3000,66803.43,22.27,1132,2033,967,17948.55,48854.88,653,654
711,2019-06-03,2939,113945.89,38.77,1235,1931,1008,17310.8,96635.09,715,698
712,2019-06-04,2489,43776.7,17.59,999,1497,992,7226.04,36550.66,661,519
713,2019-06-05,3231,56036.0,17.34,1096,1861,1370,7080.38,48955.62,743,564
714,2019-06-06,2685,57393.34,21.38,909,1380,1305,7221.82,50171.52,601,439
715,2019-06-07,3864,105327.27,27.26,1265,2426,1438,24167.17,81160.1,771,673
716,2019-06-08,3133,35722.78,11.4,888,2167,966,12441.21,23281.57,581,468
717,2019-06-09,4793,48550.25,10.13,1210,3432,1361,18336.92,30213.34,654,745
718,2019-06-10,3031,48518.4,16.01,962,1852,1179,6805.97,41712.43,596,544
719,2019-06-11,3601,42960.0,11.93,1071,2245,1356,15942.03,27017.96,690,571
720,2019-06-12,3826,68476.87,17.9,1131,1967,1859,34630.05,33846.81,748,572
721,2019-06-13,4270,80523.93,18.86,1279,2207,2063,21074.02,59449.91,812,700
722,2019-06-14,3424,64392.0,18.81,1101,2216,1208,14937.88,49454.12,702,589
723,2019-06-15,3394,58616.77,17.27,1031,2309,1085,16113.27,42503.49,635,589
724,2019-06-16,4091,74932.82,18.32,1067,2801,1290,12486.86,62445.96,662,601
725,2019-06-17,3037,50205.6,16.53,898,1923,1114,9331.34,40874.25,594,476
726,2019-06-18,3031,135095.13,44.57,1068,1744,1287,65338.98,69756.15,676,595
727,2019-06-19,2946,116396.12,39.51,1083,1712,1234,63568.16,52827.95,719,574
728,2019-06-20,2245,75666.97,33.7,896,1390,855,7063.07,68603.9,566,462
729,2019-06-21,3286,179175.18,54.53,1120,2041,1245,126920.06,52255.12,709,622
730,2019-06-22,3870,120809.54,31.22,1024,2542,1328,42883.77,77925.77,631,592
731,2019-06-23,3759,55387.28,14.73,1004,2395,1364,8698.44,46688.84,646,563
732,2019-06-24,3815,124966.89,32.76,1071,2619,1196,10573.42,114393.47,630,623
733,2019-06-25,2836,46830.79,16.51,817,1926,910,15178.9,31651.9,520,396
734,2019-06-26,2781,75130.27,27.02,834,1764,1017,11121.65,64008.62,551,433
735,2019-06-27,1795,43120.71,24.02,771,882,913,3984.59,39136.12,484,394
736,2019-06-28,1831,43875.7,23.96,692,1128,703,5444.53,38431.17,410,345
737,2019-06-29,2854,62825.4,22.01,787,1925,929,11399.21,51426.19,459,392
738,2019-06-30,2010,39523.25,19.66,720,1249,761,11427.82,28095.44,410,377
739,2019-07-01,1500,25044.43,16.7,671,917,583,6182.58,18861.84,397,351
740,2019-07-02,1518,30654.08,20.19,643,913,605,4714.61,25939.46,398,338
741,2019-07-03,1747,37113.73,21.24,733,969,778,7798.96,29314.76,462,368
742,2019-07-04,2529,56025.79,22.15,913,1631,898,9932.29,46093.5,524,480
743,2019-07-05,2124,52034.93,24.5,797,1491,633,7286.77,44748.16,490,418
744,2019-07-06,3045,29373.23,9.65,881,2130,915,7513.06,21860.17,513,480
745,2019-07-07,2885,53171.96,18.43,889,2000,885,11039.08,42132.88,526,476
746,2019-07-08,2583,53150.63,20.58,798,1576,1007,6635.27,46515.36,490,394
747,2019-07-09,2951,67212.09,22.78,941,1529,1422,10320.06,56892.03,562,496
748,2019-07-10,2667,89971.42,33.74,978,1624,1043,9821.04,80150.38,565,519
749,2019-07-11,1910,58469.63,30.61,795,1200,710,7007.9,51461.72,459,426
750,2019-07-12,2449,36002.82,14.7,970,1665,784,7655.62,28347.21,553,513
751,2019-07-13,2786,42663.36,15.31,918,1999,787,13060.44,29602.92,532,500
752,2019-07-14,2715,55106.87,20.3,833,1903,812,8799.37,46307.5,497,459
753,2019-07-15,2520,69360.02,27.52,840,1715,805,30693.99,38666.03,505,434
754,2019-07-16,1165,45318.24,38.9,495,717,448,3898.96,41419.28,312,233
755,2019-07-17,2755,62322.14,22.62,879,1983,772,8001.59,54320.55,528,459
756,2019-07-18,4327,58102.35,13.43,935,2926,1401,7184.68,50917.67,562,478
757,2019-07-19,2979,27473.21,9.22,893,2155,824,7515.5,19957.71,523,464
758,2019-07-20,4776,36354.44,7.61,905,3631,1145,11267.89,25086.54,539,481
759,2019-07-21,4772,37023.46,7.76,923,3932,840,10127.08,26896.38,504,528
760,2019-07-22,3486,36341.51,10.42,820,2726,760,7033.1,29308.41,521,408
761,2019-07-23,3690,32637.28,8.84,870,2951,739,10906.35,21730.93,556,439
762,2019-07-24,2849,25498.1,8.95,815,2036,813,6352.47,19145.63,496,426
763,2019-07-25,2554,24201.17,9.48,740,1907,647,6570.72,17630.45,455,385
