Symbol,Date,actuals,predicted
ADA,2021-09-20,-0.0483747288584138,0.027032932840818584
ADA,2021-09-21,0.1346638676732054,0.02648551687573014
ADA,2021-09-22,0.03231875621357,-0.021402007941429393
ADA,2021-09-23,-0.0199216192661471,-0.008349803980551272
ADA,2021-09-24,0.0152133696105274,0.012149067659531792
ADA,2021-09-25,-0.0428762357986852,0.012388653489434756
ADA,2021-09-26,-0.0319058457865983,-0.00196748254359044
ADA,2021-09-27,-0.046648345723316,0.005299357012547914
ADA,2021-09-28,0.0109610639286401,0.010778511635437355
ADA,2021-09-29,0.0244069633925045,0.028014366458303984
ADA,2021-09-30,0.0653464133707788,0.003311021247090924
ADA,2021-10-01,0.0015578161335065,0.03964677754634611
ADA,2021-10-02,0.0007649404023415,0.011869707587194385
ADA,2021-10-03,-0.0270481890738332,0.013902616280762786
ADA,2021-10-04,0.018183565627815,0.021147876986792796
ADA,2021-10-05,-0.0093133686060365,0.016386398917077768
ADA,2021-10-06,0.029670057811592,0.007871771598541945
ADA,2021-10-07,-0.0214579367675263,0.036625544695852025
ADA,2021-10-08,0.0165944027564453,0.03207490891727542
ADA,2021-10-09,-0.031308205079898,0.025213686627605352
ADA,2021-10-10,-0.0109055805579664,0.022235953069749074
ADA,2021-10-11,-0.0285710114145734,0.02060344429254733
ADA,2021-10-12,0.0349273964309289,0.03430767846290232
ADA,2021-10-13,-0.0056014264491393,0.029598503174778915
ADA,2021-10-14,0.0218580672284696,0.0124194702529258
ADA,2021-10-15,-0.0177552823918532,0.012510772042610306
ADA,2021-10-16,-0.0091660713182932,0.014552550781148364
ADA,2021-10-17,-0.0159855160652271,0.016765734946544077
ADA,2021-10-18,-0.0065593925351141,0.03023323007513796
ADA,2021-10-19,0.0360807921027903,0.016421336262515015
ADA,2021-10-20,-0.0211888398322048,0.011527001374075627
ADA,2021-10-21,0.0078156209370685,0.009100544577339453
ADA,2021-10-22,0.0021680979712392,0.023155004866621455
ADA,2021-10-23,-0.0203509240069036,0.036019894029055706
ADA,2021-10-24,0.0119765010707271,0.02060857393694926
ADA,2021-10-25,-0.0020270936922538,0.02722444556573546
ADA,2021-10-26,-0.1011233668811292,0.0117886834817218
ADA,2021-10-27,0.032904362504516,0.0028213888379487588
ADA,2021-10-28,0.01246285327014,0.0057559662087198525
ADA,2021-10-29,-0.0311810328486454,0.007204254270925023
ADA,2021-10-30,0.0082694106588625,0.010992157585010194
ADA,2021-10-31,-0.0064312891637299,0.01838729616486344
ADA,2021-11-01,0.0093644103896437,0.014987382367456305
ADA,2021-11-02,0.0467109650171633,0.021471906545604
ADA,2021-11-03,-0.0386456916065003,0.02892636004697442
ADA,2021-11-04,-0.0007033881287101,0.026596100727819517
ADA,2021-11-05,0.0113091694416589,0.025624786665878564
ADA,2021-11-06,0.0077246944082585,0.03785078219751483
ADA,2021-11-07,0.053757250838508,0.03201970271258109
ADA,2021-11-08,0.0668470099474696,0.019153791995787907
ADA,2021-11-09,-0.0781739475964694,0.033961710142484065
ADA,2021-11-10,-0.0040841368184748,0.013730739520729045
ADA,2021-11-11,-0.0152983786407446,0.008037676520420698
ADA,2021-11-12,0.0007064413003594,0.03911743389342371
ADA,2021-11-13,-0.0070090306538432,0.010473750569045766
ADA,2021-11-14,-0.0092005591214772,0.042620673152880706
ADA,2021-11-15,-0.0697551043247798,0.021567174096501742
ADA,2021-11-16,-0.0033189444759823,0.048523913167643776
ADA,2021-11-17,-0.0498415494898447,0.054992737720897654
ADA,2021-11-18,0.0462451677084505,-0.001448345749306081
ADA,2021-11-19,0.0336294172530169,0.01446507798588156
ADA,2021-11-20,-0.0435221102634771,0.008620047931417048
ADA,2021-11-21,-0.0334728112478369,0.006494157377304799
ADA,2021-11-22,-0.0161071361516051,-0.008128391855063892
ADA,2021-11-23,-0.049486385126383,0.038292970984935025
ADA,2021-11-24,0.0075148795812616,0.03150155795945327
ADA,2021-11-25,-0.0866694638749171,0.03067323744788071
ADA,2021-11-26,0.0045581254112256,0.0697463232590575
ADA,2021-11-27,0.0369202886572548,0.061442451574318324
ADA,2021-11-28,0.0070351816561311,0.06174846104398085
ADA,2021-11-29,-0.0307579632004354,0.016201093777818837
ADA,2021-11-30,-0.0062055012179468,0.05898117820101159
ADA,2021-12-01,0.1108349978781628,0.0258289408352441
ADA,2021-12-02,-0.0893035733428889,0.03628770627426968
ADA,2021-12-03,-0.0966657506215765,0.058152076374645326
ADA,2021-12-04,-0.0288368724463442,0.015289690129366464
ADA,2021-12-05,0.0341444590476918,0.013244020298589836
ADA,2021-12-06,-0.0282743809961114,0.016073013950436046
ADA,2021-12-07,0.0114681204172881,0.06481641308904253
ADA,2021-12-08,-0.0696725484801532,0.051061093189274966
ADA,2021-12-09,-0.0633198205070733,0.01759408698170528
ADA,2021-12-10,0.1101930479000385,0.05384641973885605
ADA,2021-12-11,-0.0010065378350837,0.04106572673063577
ADA,2021-12-12,-0.0924618736929329,0.04256554263305551
ADA,2021-12-13,0.0339099033480865,0.05042267185414515
ADA,2021-12-14,0.0333646990495171,0.047962326635695135
ADA,2021-12-15,-0.0482177312343693,0.047911434207703725
ADA,2021-12-16,-0.0185527926713229,0.05686978314867599
ADA,2021-12-17,0.0170089221919234,0.053307742111356526
ADA,2021-12-18,0.0012976775863899,0.02447230810423413
ADA,2021-12-19,-0.0053296471506174,0.031741739860477784
ADA,2021-12-20,0.0336339849941353,0.035332979655360024
ADA,2021-12-21,0.0406999423315406,0.04400178370405303
ADA,2021-12-22,0.1052398399606675,0.049915917806556645
