Date,Open,High,Low,Close,Volume,Market Cap
2019-03-21,0.010231066,0.010231066,0.008339042,0.008959278,722629.4910822439,0.0
2019-03-22,0.008968924,0.039303321,0.008087591,0.021598758,9805174.351213384,0.0
2019-03-23,0.021746621,0.025427996,0.021746621,0.02271991,14770412.939302169,0.0
2019-03-24,0.022664729,0.022730459,0.019722059,0.020360602,2968343.286629171,0.0
2019-03-25,0.020419069,0.020715455,0.017584224,0.017968329,7805975.780410438,0.0
2019-03-26,0.017867856,0.019450366,0.017281258,0.017953295,23556508.22003814,0.0
2019-03-27,0.018106367,0.018257079,0.016913403,0.0175081,12689801.81611203,0.0
2019-03-28,0.017565406,0.018120079,0.016891765,0.0171696,7857767.856761525,0.0
2019-03-29,0.017260291,0.017260291,0.016096725,0.016292795,5564065.683720734,0.0
2019-03-30,0.016300465,0.016300465,0.014609215,0.015233579,5388926.57236432,0.0
2019-03-31,0.015141818,0.015479149,0.014598948,0.014954546,4191701.344427167,0.0
2019-04-01,0.014876482,0.015214456,0.013749016,0.014260283,5678689.173086099,0.0
2019-04-02,0.014121108,0.014121108,0.012769661,0.013542751,7507266.775669877,0.0
2019-04-03,0.013489193,0.013501767,0.012080083,0.012372257,5601849.018823604,0.0
2019-04-04,0.012290045,0.01360256,0.012151541,0.01360256,5750095.836049328,0.0
2019-04-05,0.013544166,0.014243768,0.012712781,0.013136953,8037827.007870373,0.0
2019-04-06,0.013111071,0.013132932,0.012297401,0.012460844,2517059.74473283,0.0
2019-04-07,0.01245991,0.012935345,0.012263029,0.012644668,1904878.0704531304,0.0
2019-04-08,0.012710925,0.012795497,0.012017092,0.012206146,1964780.958543628,0.0
2019-04-09,0.012110513,0.014058809,0.011988262,0.013218394,5129499.764049623,0.0
2019-04-10,0.01325404,0.013584044,0.012689629,0.013292443,7518519.586747529,0.0
2019-04-11,0.01332407,0.01332407,0.011248256,0.011697634,3891710.609906136,0.0
2019-04-12,0.011665838,0.011665838,0.010504953,0.011184378,3213170.5813871096,0.0
2019-04-13,0.011248745,0.011557826,0.010859816,0.011295781,1677385.905886942,0.0
